0.6	0.6	17.914635	-31.936584	-9.890244
1.2	0.6	2.59962525	-14.269574	-21.097687
1.8	0.6	-12.7153845	3.397436	-32.30513
0.6	1.2	-12.995122	0.84390247	-28.963415
1.8	1.2	27.044737	-32.252632	15.557895
0.6	1.8	14.8675	-1.6825	-32.17
1.8	1.8	10.7384615	2.8461537	-32.76923
2.4	1.8	18.89159925	-14.70323915	-8.6056675
0.6	2.4	14.8675	-1.6825	-32.17
1.8	2.4	14.113514	4.756757	-30.932432
2.4	2.4	16.50255663	-4.973241075	-19.76904975
0.6	3	14.7335475	3.130912125	-28.08270275
1.8	3	14.597368	4.094737	-31.38421
2.4	3	15.54996231	-0.439252038	-25.57662988
0.6	3.6	14.599595	7.94432425	-23.9954055
1.2	3.6	13.08919	5.9486485	-30.110811
1.8	3.6	-14.39	-29.86	-12.26
2.4	3.6	0.579981156	-15.14962602	-18.91831494
0.6	4.2	16.11	9.94	-17.88
1.2	4.2	16.11	9.94	-17.88
1.8	4.2	-17.353846	3.7538462	-29
2.4	4.2	-8.386932422	-5.697889909	-23.95915747
1.8	4.8	-15.5363825	1.65124743	-29.1837835
19.8	4.8	-1.66	-10.9575	-26.963334
20.4	4.8	-24.35	6.61	-37.826668
21	4.8	-24.1375	13.7375	-35.1625
21.6	4.8	-40.906895	-14.037931	1.4724138
22.2	4.8	6.0815787	4.0657897	-28.539474
22.8	4.8	-10.196875	39.678123	-20.9625
23.4	4.8	0.45666668	-0.82	-24.783333
24	4.8	8.937037	-18.603704	-5.233333
35.4	4.8	-13.112904	2.0580645	-40.719357
36	4.8	-18.38	-16.07	-32.54
0.6	5.4	4.0768365	-0.7461735	-35.4261235
1.2	5.4	-14.23	2.175	-30.94
1.8	5.4	-13.718919	-0.45135134	-29.367567
2.4	5.4	-15.36	-0.7	-28.314285
3	5.4	-17.67805	1.9926829	-29.287806
3.6	5.4	-16.939024	5.1853657	-32.02683
4.2	5.4	-15.4	6.386207	-34.486206
4.8	5.4	-14.646667	2.4133334	-37.233334
5.4	5.4	-13.955814	2.8069768	-38.253487
6	5.4	-12.29	1.21	-39.14
6.6	5.4	-13.25	0.5190476	-38.99524
7.2	5.4	-12.2	0.68	-38.66
7.8	5.4	-14.588372	9.234883	-38.081394
8.4	5.4	-13.888637	7.0454545	-37.090908
9	5.4	-12.660714	7.3535714	-38.95357
9.6	5.4	-12.320689	6.7	-39.531036
10.2	5.4	-15.495238	5.580952	-38.657143
10.8	5.4	-12.907143	6.3261905	-37.6
11.4	5.4	-15.1125	6.58125	-35.015625
12	5.4	-16.086128	9.582527	-32.43962
12.6	5.4	-16.94211	12.70961	-31.601662
13.2	5.4	-17.475	4.78	-35.14
13.8	5.4	-16.368889	5.688889	-36.191113
14.4	5.4	-17.475863	5.613793	-35.565517
15	5.4	-17.857143	8.357142	-36.67143
15.6	5.4	-21.018518	3.7777777	-38.38889
16.2	5.4	-18.071428	-4.525	-38.085712
16.8	5.4	-10.716129	-1.0096774	-39.84839
17.4	5.4	-10.971429	-1.5642858	-40.9
18	5.4	-9.066667	0.45185184	-41.525925
18.6	5.4	-26.055555	1.537037	-38.9
19.2	5.4	-20.578789	-7.448485	-33.515152
19.8	5.4	21.03	-28.525	-16.1
20.4	5.4	-12.853944	7.171605	-37.596924
21	5.4	-21.83	14.833333	-35.386665
21.6	5.4	-16.432	-34.088	-12.214
22.2	5.4	20.126667	-1.44	-34.7
22.8	5.4	-10.9	-11.68	-19.273333
23.4	5.4	14.474194	-0.7741935	-32.370968
24	5.4	-5.4384613	-21.907692	-20.053846
24.6	5.4	17.816668	-0.05277778	-33.702778
25.2	5.4	-3.398545333	-15.17923232	-23.13719233
25.8	5.4	-7.834375	4.1125	-39.315624
26.4	5.4	1.7566667	7.0533333	-39.74
27	5.4	-0.9483871	-7.245161	-37.177418
27.6	5.4	-8.078571	-0.85714287	-43.985714
28.2	5.4	-7.332258	1.0032258	-46.564518
28.8	5.4	-9.503226	-0.7258065	-47.16129
29.4	5.4	-13.0241375	2.1275861	-46.013794
30	5.4	-14.341935	2.0290322	-45.690323
30.6	5.4	-12.013793	0.79310346	-46.606895
31.2	5.4	-12.18	1.6966667	-46.72
31.8	5.4	-12.381818	-0.53636366	-46.21818
32.4	5.4	-15.009678	-0.783871	-44.825806
33	5.4	-14.676471	-2.5970588	-44.270588
33.6	5.4	-14.62	-4.1033335	-43.2
34.2	5.4	-11.848276	-9.4	-42.4
34.8	5.4	-10.130555	-9.883333	-44.741665
35.4	5.4	-9.128889	-6.266667	-47.45778
36	5.4	-14.903226	-22.396774	-31.593548
0.6	6	22.383673	-3.667347	-39.912247
1.2	6	-15.26383	-6.3212767	-29.497871
1.8	6	-13.930303	-2.648485	-29.896969
2.4	6	-13.966666	-2.2333333	-30.146667
3	6	-16.80889	-0.20222223	-31.151112
3.6	6	-17.306667	1.2433333	-34.783333
4.2	6	-19.23793	2.7931035	-34.934483
4.8	6	-17.336666	1.62	-37.956665
5.4	6	-14.522581	0.37096775	-38.012905
6	6	-14.704651	-0.060465116	-37.59535
6.6	6	-7.246550333	-4.161821705	-25.41876747
7.2	6	-12.435	0.825	-39.18
7.8	6	-15.082222	11.722222	-37.95778
8.4	6	-15.24	10.7575	-38.21
9	6	-14.141379	8.313793	-39.189655
9.6	6	-11.912121	7.1151514	-39.81818
10.2	6	-11.877419	3.7032259	-38.670967
10.8	6	-14.98	7.116667	-35.34
11.4	6	-14.934146	12.263414	-35.1
12	6	5.5499997	-9.194827	-22.072414
12.6	6	21.014286	-29	-12.1285715
13.2	6	21.9	-26.992592	-16.3
13.8	6	22.625	-30.196875	-15.95
14.4	6	21.275757	-32.418182	-18.851515
15	6	19.417242	-32.57931	-23.417242
15.6	6	19.007143	-34.4	-22.442858
16.2	6	11.72069	-35.17931	-21.2
16.8	6	10.534483	-26.1	-34.786205
17.4	6	28.722221	-23.625925	-32.74074
18	6	-5.625	-34.389286	-21.321428
18.6	6	-39.225	-11.914286	-31.814285
19.2	6	-25.04138	5.182759	-39.193104
19.8	6	24.717857	-23.60357	-15.5
20.4	6	28.013334	2.9766667	-38.86
21	6	17.17	11.32	-42.84667
21.6	6	-7.9575	-37.5275	-18.33
22.2	6	17.136364	0.23030303	-37.924244
22.8	6	-6.4375	-25.8625	-20.7375
23.4	6	13.442857	0.325	-34.728573
24	6	-7.423077	-24.053846	-22.830769
24.6	6	18.039394	-12.69697	-34.563637
25.2	6	20.15	-42.095	-34.9
25.8	6	15.085714	-30.894285	-33.388573
26.4	6	12.646667	-31.99	-22.92
27	6	16.439285	-38.92143	-28.189285
27.6	6	17.859259	-36.014816	-30.788889
28.2	6	15.967742	-34.72258	-26.609678
28.8	6	17.186666	-40.513332	-24.89
29.4	6	18.451725	-43.493103	-26.6
30	6	21.365517	-44.86207	-26.410345
30.6	6	23.670967	-39.70968	-28.43871
31.2	6	22.294117	-38.29706	-27.55294
31.8	6	20.4375	-41.5	-26.05
32.4	6	21.785715	-41.5	-26.314285
33	6	23.522581	-39.36129	-24.32258
33.6	6	26.9	-35.346428	-22.267857
34.2	6	27.132257	-32.322582	-24.93871
34.8	6	21.00625	-28.571875	-32.1125
35.4	6	26.042425	-54.515152	-28.969696
36	6	-15.278571	-19.135714	-33.857143
19.8	6.6	21.3375	4.93125	-41.475
20.4	6.6	29.67	7.1033335	-31.913334
21	6.6	15.02	8.373333	-42.5
21.6	6.6	-5.6829267	-40.239025	-18.909756
22.2	6.6	13.151724	6.4448276	-41.57931
22.8	6.6	-5.9333334	-29.897436	-20.505129
23.4	6.6	9.85	4.1875	-36.17
24	6.6	-5.4103446	-25.562069	-22.689655
35.4	6.6	-11.257143	1.825	-48.853573
36	6.6	-18.453333	-17.693333	-36.256668
19.8	7.2	20.451725	10.265517	-40.448277
20.4	7.2	33.733334	23.033333	-24.46
21	7.2	16.206667	8.646667	-41.166668
21.6	7.2	-1.44	-40.775	-22.165
22.2	7.2	-2.7419355	17.325806	-43.20968
22.8	7.2	-17.1125	-7.75	-30.24375
23.4	7.2	4.2689657	7.175862	-36.068966
24	7.2	-2.3413794	-24.962069	-21.586206
35.4	7.2	4.8933334	-0.23666666	-33.81333
36	7.2	-20.302439	-26.558537	-33.712196
19.8	7.8	18.514706	16.108824	-40.764706
20.4	7.8	30.319048	20.945238	-26.335714
22.8	7.8	23.77931	12.075862	-38.455173
23.4	7.8	4.596875	-5.915625	-32.515625
24	7.8	0.74642855	-27.542856	-16.97857
35.4	7.8	-9.817242	14.75862	-29.527586
36	7.8	-13.141935	-29.429031	-29.612904
22.8	8.4	18	11.706667	-41.76
23.4	8.4	10.248276	-0.7965517	-36.53448
24	8.4	-11.927587	4.9827585	-28.896551
35.4	8.4	-2.155	26.84	-29.36
36	8.4	-9.387878	-27.769697	-25.7
35.4	9	16.970732	11.192683	-40.414635
36	9	-9.60625	-21.065624	-24.5
35.4	9.6	17.508572	9.622857	-39.45714
36	9.6	-13.428572	-16.838095	-23.047619
35.4	10.2	19.684849	10.948484	-38.890907
36	10.2	-20.923334	-14.083333	-23.606667
35.4	10.8	20.9	10.8	-38.832256
36	10.8	-17.35	-20.025	-22.95
35.4	11.4	22.612122	8.59394	-38.59394
36	11.4	-19.514635	-16.885366	-23.165854
35.4	12	23.263636	8.579545	-37.827274
36	12	-19.836666	-17.7	-22.173334
35.4	12.6	23.53032	-20.541489	-25.868086
36	12.6	-21.2875	-16.885	-21.03
35.4	13.2	22.38125	8.04375	-36.075
36	13.2	-22.580645	-16.706451	-19.112904
35.4	13.8	27.367743	11.874193	-30.009678
36	13.8	-25.825	-17	-18.134375
35.4	14.4	25.527779	14.661111	-29.11111
36	14.4	-24.162857	-28.825714	-16.051428
35.4	15	19.891666	17.860416	-31.91875
36	15	-14.83721	-27.872093	-15.511628
35.4	15.6	16.935484	17.8	-33.42903
36	15.6	-12	-26.335714	-14.530952
35.4	16.2	15.339394	16.433332	-33.036366
36	16.2	-6.252381	-26.880953	-14.557143
35.4	16.8	12.783871	16.793549	-31.864515
36	16.8	-6.7274194	-25.337097	-14.098387
35.4	17.4	14.003226	21.970968	-32.403225
36	17.4	-10.275	-23.802273	-12.818182
35.4	18	16.12	19.934286	-33.00857
36	18	-12.888506	-21.51724	-13.478161
35.4	18.6	14.088096	17.85238	-34.688095
36	18.6	-12.957894	-23.247368	-14.518421
35.4	19.2	13.215	15.655	-36.66
36	19.2	-11.383871	-22.219355	-21.2
35.4	19.8	22.646875	5.05	-33.404167
36	19.8	-10.7263155	-20.544737	-24.68421
35.4	20.4	16.618181	7.1886363	-36.4
36	20.4	-8.2405405	-19.978378	-27.097298
35.4	21	14.535484	3.7903225	-36.141937
36	21	-8.127273	-20.745455	-27.95
35.4	21.6	10.378125	11.2375	-38
36	21.6	-8.764516	-21.635485	-30.345161
35.4	22.2	15.03	15.036667	-40.416668
36	22.2	-8.077778	-27.938889	-27.95
35.4	22.8	16.718182	11.9	-42.678787
36	22.8	-11.35625	-25.79375	-30.2875
35.4	23.4	18.767742	12.438709	-43.832256
36	23.4	-13.021875	-26.815624	-31.209375
35.4	24	20.097368	12.986842	-44.242104
36	24	-13.06875	-30.096874	-30.45
35.4	24.6	18.925	15.575	-43.925
36	24.6	-11.702381	-31.759523	-29.733334
35.4	25.2	16.608824	18.535294	-41.205883
36	25.2	-15.002941	-24.855883	-29.405882
35.4	25.8	14.128125	22.54375	-38.3875
36	25.8	-13.124325	-33.024323	-24.872972
35.4	26.4	13.083871	30.435484	-42.580647
36	26.4	-9.747727	-40.695454	-24.804546
35.4	27	32.38494	-0.14698794	-36.954216
36	27	-11.863636	-35.530304	-27.31212
35.4	27.6	24.328888	12.573334	-46.784443
36	27.6	-13.3625	-27.009375	-27.875
31.8	28.2	21.428125	5.9625	-42.425
32.4	28.2	9.761291	-37.664516	-13.280645
33	28.2	11.218182	-26.68788	-16.515152
33.6	28.2	15.558333	-27.816668	-14.95
34.2	28.2	16.725	-34.45625	-16.678125
35.4	28.2	-11.13871	-35.880646	-15.129032
36	28.2	-13.618182	-21.318182	-25.31212
30.6	28.8	17.459375	6.75	-42.45
31.2	28.8	11.339394	-13.209091	-14.209091
31.8	28.8	-7.774194	-29.2	-17.112904
32.4	28.8	16.384848	-15.769697	-35.354546
33	28.8	-9.761291	-8.332258	-37.13871
33.6	28.8	-12.812903	-5.6	-37.42258
34.2	28.8	-12.16129	-4.9612904	-37.990322
34.8	28.8	15.854546	-36.748486	-21.139395
35.4	28.8	-2.625755667	-32.17292933	-21.34464833
36	28.8	-12.593103	-23.889656	-27.765518
30.6	29.4	19.006666	9.29	-43.766666
31.2	29.4	14.21	-10.295	-33.655
31.8	29.4	-9.523334	-26.276667	-19.306667
32.4	29.4	16.72	-29.07	-25.255
33	29.4	13.764516	-36.551613	-20.709677
33.6	29.4	14.075758	-37.71818	-19.839394
34.2	29.4	21.439394	-7.0454545	-38.033333
35.4	29.4	7.690455167	-30.90813117	-25.84232417
36	29.4	18.006666	-29.643333	-30.34
30	30	21.49	5.6066666	-44.566666
30.6	30	-13.226666	-30.826666	-23.663334
31.2	30	-6.887097	-9.187097	-34.496773
33	30	-13.320689	-19.589655	-24.9
33.6	30	15.070968	-34.92903	-18.229033
34.2	30	-10.12963	-32.485184	-19.892593
30	30.6	20.79	-1.59	-37.616665
30.6	30.6	-10.414286	-27.72857	-18.939285
31.2	30.6	18.057142	-7.5678573	-31.653572
33	30.6	-13.968966	-20.448277	-24.131035
33.6	30.6	18.421429	-4.385714	-37.557144
34.2	30.6	-14.56	-29.926666	-20.66
30	31.2	23.431034	-1.2413793	-37.43793
30.6	31.2	-8.95	-29.571428	-13.267858
31.2	31.2	17.358065	-6.370968	-31.290323
33	31.2	-13.485186	-22.748148	-22.48889
33.6	31.2	20.641378	-3.2655172	-36.548275
34.2	31.2	-15.266666	-29.74	-20.873333
30	31.8	23.18	-1.5233333	-35.833332
30.6	31.8	-4.03	-25.053333	-11.216666
31.2	31.8	18.993103	-4.4586205	-30.8
33	31.8	-13.237931	-25.84138	-19.965517
33.6	31.8	18.931034	-0.82758623	-37.63793
34.2	31.8	-16.4	-30.1	-19.167856
30	32.4	22.65	-2.2466667	-35.043335
30.6	32.4	-12.276667	-22.24	-16.586666
31.2	32.4	20.67037	-5.2814813	-31.274075
33	32.4	-15.175862	-25.758621	-20.093103
33.6	32.4	20.834482	-0.80344826	-36.837933
34.2	32.4	-16.856667	-30.46	-18.4
30	33	19	0.2	-37.4
30.6	33	-14.892858	-23.514286	-19.328571
31.2	33	22.383333	-3.4866667	-31.866667
33	33	-15.706667	1.4266666	-38.22
33.6	33	21.681482	-1.3037037	-36.285187
34.2	33	-16.242857	-31.964285	-17.428572
30	33.6	21.126667	-1.9933333	-35.866665
30.6	33.6	-16.916128	-23.045162	-19.196774
31.2	33.6	-19.093103	-22.486206	-20.755173
31.8	33.6	-11.917241	4.851724	-38.93793
32.4	33.6	-12.375862	6.3827586	-39.306896
33	33.6	-11.64	7.5	-40.14
33.6	33.6	23.905	-0.735	-35.76
34.2	33.6	17.01724	-37.779312	-15.417241
30	34.2	20.414286	-1.5357143	-35.357143
30.6	34.2	5.118741	-19.9011521	-22.28571417
31.2	34.2	11.858065	-35.12258	-12.3032255
31.8	34.2	15.237037	-35.93704	-16.192593
32.4	34.2	15.41	-35.993332	-18.253334
33	34.2	11.793103	-37.70345	-16.55862
