0.0,5.4
M,1489424394094556021,45.298767,44.93866,54.53949
M,1489424394109692739,46.258545,44.999695,54.47998
M,1489424394126446890,47.338867,43.73932,54.599
M,1489424394144604849,46.798706,43.859863,54.179382
M,1489424394159741568,47.399902,43.258667,53.759766
M,1489424394176495718,47.399902,43.078613,53.579712
M,1489424394203931021,47.639465,43.67981,53.63922
M,1489424394226849722,47.279358,43.919373,54.418945
M,1489424394243664907,47.698975,43.859863,54.47998
M,1489424394260480093,47.938538,43.73932,54.599
M,1489424394277173208,47.999573,43.97888,54.719543
M,1489424394293957876,47.999573,44.158936,54.838562
M,1489424394310834097,47.999573,44.27948,55.018616
M,1489424394327588247,48.11859,44.27948,55.018616
M,1489424394344342398,48.179626,44.099426,55.018616
M,1489424394361066031,48.35968,44.158936,54.838562
M,1489424394377972769,48.239136,44.21997,55.018616
M,1489424394394726919,48.35968,44.519043,55.19867
M,1489424394411450552,48.539734,44.33899,54.899597
M,1489424394428357290,48.719788,44.039917,54.959106
M,1489424394445080923,48.89984,44.039917,54.959106
M,1489424394461865591,48.89984,43.919373,55.07965
M,1489424394478619741,48.89984,44.099426,54.959106
M,1489424394495495962,48.4787,44.158936,54.959106
M,1489424394512219595,48.539734,43.97888,55.018616
M,1489424394528943228,48.599243,43.618774,54.959106
M,1489424394545758413,48.41919,43.73932,55.13916
M,1489424394562604116,48.298645,44.099426,55.07965
M,1489424394579327749,48.11859,44.158936,55.018616
M,1489424394596081900,48.179626,44.27948,54.899597
M,1489424394612866568,48.11859,44.27948,55.018616
M,1489424394629834341,48.4787,44.27948,55.018616
M,1489424394646405386,0.0,0.0,0.0
M,1489424394663220572,48.539734,44.758606,55.19867
M,1489424394680127310,48.4787,44.758606,55.259705
M,1489424394696820425,48.599243,44.758606,55.378723
M,1489424394713605093,48.719788,44.81964,55.378723
M,1489424394730603384,48.719788,44.87915,55.558777
M,1489424394747204947,48.658752,44.93866,55.97992
M,1489424394763928579,48.539734,44.81964,56.159973
M,1489424394780682730,48.4787,44.81964,55.918884
M,1489424394797803091,48.298645,44.758606,55.918884
M,1489424394814282583,48.239136,44.81964,56.098938
M,1489424394831067251,48.298645,44.758606,55.97992
M,1489424394847912954,48.35968,44.81964,56.219482
M,1489424394864728140,48.4787,44.758606,56.3385
M,1489424394881482290,48.658752,44.578552,56.03943
M,1489424394898236441,48.658752,44.639587,55.859375
M,1489424394915051626,48.838806,44.699097,55.799866
M,1489424394931836294,49.01886,44.519043,55.799866
M,1489424394948559927,49.319458,44.459534,55.558777
M,1489424394965375113,49.198914,44.3985,55.73883
M,1489424394982220816,49.079895,44.33899,55.859375
M,1489424394998883413,48.95935,44.33899,55.619812
M,1489424395015729116,48.89984,44.578552,55.67932
M,1489424395032544302,48.838806,44.758606,55.918884
M,1489424395049267935,48.658752,44.87915,56.098938
M,1489424395066052603,48.539734,45.17975,56.098938
M,1489424395082837271,48.4787,45.17975,56.27899
M,1489424395100018667,48.658752,45.359802,56.219482
M,1489424395116406607,48.599243,45.47882,55.97992
M,1489424395133221792,48.4787,45.47882,56.098938
M,1489424395150159048,48.41919,45.47882,56.098938
M,1489424395166791128,48.599243,45.359802,55.73883
M,1489424395183606314,48.599243,45.359802,55.799866
M,1489424395200390982,48.779297,45.298767,55.859375
M,1489424395217175650,48.719788,45.298767,55.918884
M,1489424395233929800,48.779297,45.41931,56.03943
M,1489424395250714468,48.719788,45.359802,56.03943
M,1489424395267529654,48.658752,45.539856,56.098938
M,1489424395284314322,48.658752,45.77942,56.098938
M,1489424395301007437,48.41919,45.899963,56.27899
M,1489424395317853140,48.41919,45.77942,56.399536
M,1489424395334759878,48.298645,45.83893,56.399536
M,1489424395351483511,48.11859,46.018982,56.27899
M,1489424395368237661,47.938538,45.959473,56.27899
M,1489424395385022329,47.999573,46.07849,56.27899
M,1489424395401837515,48.179626,46.07849,56.27899
M,1489424395418561148,48.298645,46.07849,56.3385
M,1489424395435376333,48.4787,46.139526,56.459045
M,1489424395452191519,48.539734,46.4386,56.3385
M,1489424395468884634,48.599243,46.618652,56.27899
M,1489424395485760855,48.779297,46.798706,56.399536
M,1489424395502484488,48.95935,46.679688,56.399536
M,1489424395519543814,49.01886,46.559143,56.459045
M,1489424395536023306,49.079895,46.559143,56.399536
M,1489424395552838491,49.079895,46.4386,56.399536
M,1489424395570019888,49.319458,46.37909,56.3385
M,1489424395586407827,49.139404,46.499634,56.27899
M,1489424395603192495,49.139404,46.199036,56.3385
M,1489424395619977163,49.55902,46.07849,56.459045
M,1489424395636822866,49.49951,46.199036,56.459045
M,1489424395653577017,49.438477,46.258545,56.3385
M,1489424395670361685,49.378967,46.139526,56.57959
M,1489424395687115835,49.438477,46.139526,56.69861
M,1489424395703931021,49.378967,46.31958,56.6391
M,1489424395720685171,49.55902,46.199036,56.878662
M,1489424395737500357,49.55902,46.258545,57.11975
M,1489424395754315542,49.25995,46.258545,57.058716
M,1489424395771039175,49.378967,46.4386,57.11975
M,1489424395787854361,49.49951,46.37909,57.299805
M,1489424395804608511,49.55902,46.559143,57.23877
M,1489424395821484732,49.679565,46.618652,56.999207
M,1489424395838208364,49.55902,46.499634,56.939697
M,1489424395854962515,49.55902,46.499634,56.819153
M,1489424395871838736,49.319458,46.739197,56.518555
M,1489424395888531851,49.438477,46.798706,56.57959
M,1489424395905377554,49.198914,46.559143,56.6391
M,1489424395922040152,48.95935,46.739197,56.6391
M,1489424395938946890,48.838806,46.739197,56.759644
M,1489424395955701040,48.4787,46.679688,56.878662
M,1489424395972455191,48.599243,46.679688,56.999207
M,1489424395989331411,48.779297,46.739197,57.17926
M,1489424396006024527,48.719788,46.798706,57.23877
M,1489424396022809195,48.599243,46.739197,57.23877
M,1489424396039624380,48.658752,46.798706,57.23877
M,1489424396056409048,48.89984,46.91925,57.23877
M,1489424396073163198,48.89984,47.039795,57.11975
M,1489424396089947866,49.079895,47.338867,57.23877
M,1489424396106702017,48.838806,47.579956,57.23877
M,1489424396123608755,48.599243,47.639465,57.058716
M,1489424396140301870,48.539734,47.639465,57.299805
M,1489424396157056021,48.35968,47.938538,57.359314
M,1489424396173901724,48.35968,47.999573,57.23877
M,1489424396190686392,48.179626,47.999573,57.23877
M,1489424396207471060,48.239136,47.938538,57.23877
M,1489424396224225210,48.179626,47.81952,57.23877
M,1489424396241040396,48.298645,47.639465,57.058716
M,1489424396257825064,48.4787,47.758484,57.17926
M,1489424396274579214,48.599243,47.81952,57.11975
M,1489424396291424917,48.599243,47.698975,57.299805
M,1489424396308179068,48.4787,47.87903,57.539368
M,1489424396324933218,48.539734,47.999573,57.598877
M,1489424396341748404,48.539734,48.059082,57.598877
M,1489424396358624624,48.658752,48.35968,57.598877
M,1489424396375287222,48.719788,48.239136,57.839966
M,1489424396392041372,48.4787,48.11859,57.899475
M,1489424396408887075,48.41919,47.938538,57.839966
M,1489424396425824331,48.599243,47.87903,57.839966
M,1489424396442425894,48.719788,47.698975,57.899475
M,1489424396459210562,48.719788,47.639465,57.77893
M,1489424396476056265,48.719788,47.45941,58.018494
M,1489424396492779898,48.658752,47.158813,58.018494
M,1489424396509595083,48.4787,47.21985,57.958984
M,1489424396526349234,48.599243,47.21985,58.018494
M,1489424396543225454,48.599243,47.338867,58.198547
M,1489424396559918570,48.599243,47.399902,57.899475
M,1489424396576672720,48.599243,47.579956,57.71942
M,1489424396593518423,48.539734,47.45941,57.71942
M,1489424396610303091,48.599243,47.51892,57.47986
