35.400005	5.4
M 1489427029922382173,45.41931,37.61902,43.13965
M 1489427029940418062,46.258545,36.479187,43.73932
M 1489427029958942232,46.679688,35.998535,43.258667
M 1489427029974048433,46.31958,36.59973,43.499756
M 1489427029990466890,46.559143,36.419678,43.79883
M 1489427030007221040,46.4386,36.538696,43.618774
M 1489427030031604585,46.4386,36.479187,43.859863
M 1489427030057544526,46.559143,36.538696,43.859863
M 1489427030074420747,46.85974,36.419678,44.21997
M 1489427030091205415,46.798706,36.538696,44.27948
M 1489427030107898530,46.798706,36.59973,44.519043
M 1489427030124683198,46.739197,36.59973,44.519043
M 1489427030141467866,46.97876,36.65924,44.27948
M 1489427030158405122,46.85974,36.59973,44.519043
M 1489427030175037202,46.739197,36.779785,44.87915
M 1489427030191821870,46.739197,36.839294,44.87915
M 1489427030208637056,46.618652,37.078857,44.93866
M 1489427030225421724,46.739197,37.139893,44.93866
M 1489427030242206392,46.618652,36.898804,44.758606
M 1489427030258930025,46.798706,36.95984,44.639587
M 1489427030275836763,46.679688,36.95984,44.87915
M 1489427030292529878,47.039795,37.078857,44.639587
M 1489427030309314546,47.099304,36.95984,44.578552
M 1489427030326221284,46.91925,36.839294,44.3985
M 1489427030342914400,46.91925,36.59973,44.459534
M 1489427030359638032,47.099304,36.538696,44.639587
M 1489427030376483735,47.338867,36.65924,44.87915
M 1489427030393451509,46.97876,36.779785,44.93866
M 1489427030410114107,47.039795,36.65924,44.87915
M 1489427030426837739,46.798706,36.71875,44.93866
M 1489427030443622407,46.91925,36.71875,44.93866
M 1489427030460498628,47.039795,36.898804,44.999695
M 1489427030477161226,47.099304,37.01935,44.999695
M 1489427030493915376,46.97876,37.25891,45.059204
M 1489427030510822114,47.158813,37.5,45.298767
M 1489427030527515230,47.51892,37.379456,45.359802
M 1489427030544421968,47.51892,37.379456,45.17975
M 1489427030561084566,47.51892,37.438965,44.999695
M 1489427030577899751,47.579956,37.55951,44.81964
M 1489427030594653901,47.639465,37.678528,44.578552
M 1489427030611469087,47.698975,37.61902,44.699097
M 1489427030628284273,47.579956,37.5,44.519043
M 1489427030645068941,47.579956,37.5,44.519043
M 1489427030661792573,47.51892,37.739563,44.639587
M 1489427030678546724,47.338867,37.678528,44.758606
M 1489427030695453462,47.279358,37.678528,44.758606
M 1489427030712207612,47.279358,37.61902,44.81964
M 1489427030728931245,47.279358,37.5,44.81964
M 1489427030745807466,47.279358,37.438965,44.459534
M 1489427030762500581,47.21985,37.55951,44.578552
M 1489427030779285249,47.279358,37.5,44.459534
M 1489427030796100435,47.338867,37.5,44.578552
M 1489427030812915620,47.579956,37.5,44.758606
M 1489427030829608735,47.87903,37.5,45.118713
M 1489427030846484956,47.81952,37.319946,45.17975
M 1489427030863239107,47.698975,37.379456,45.118713
M 1489427030880115327,47.51892,37.438965,45.17975
M 1489427030896808442,47.399902,37.379456,45.298767
M 1489427030913532075,47.099304,37.5,45.239258
M 1489427030930652437,47.21985,37.61902,45.17975
M 1489427030947162446,47.039795,37.678528,45.239258
M 1489427030963916597,46.739197,37.438965,44.999695
M 1489427030980792817,46.618652,37.5,45.059204
M 1489427030997516450,46.618652,37.379456,45.239258
M 1489427031014331636,46.739197,37.379456,44.999695
M 1489427031031085786,46.91925,37.55951,44.93866
M 1489427031047870454,47.039795,37.438965,44.93866
M 1489427031064624605,46.798706,37.25891,44.87915
M 1489427031081409273,47.039795,37.438965,44.81964
M 1489427031098254976,47.21985,37.5,44.93866
M 1489427031115070161,47.279358,37.5,44.93866
M 1489427031131763276,47.279358,37.61902,44.87915
M 1489427031148547944,47.039795,37.379456,45.118713
M 1489427031165424165,46.97876,37.25891,45.059204
M 1489427031182178316,46.798706,37.438965,45.059204
M 1489427031198932466,46.739197,37.61902,45.059204
M 1489427031215656099,46.618652,37.799072,44.999695
M 1489427031232593355,46.31958,38.038635,44.93866
M 1489427031249286470,46.31958,37.979126,45.059204
M 1489427031266101655,46.4386,38.038635,45.118713
M 1489427031282916841,46.37909,38.339233,44.93866
M 1489427031299640474,46.31958,38.21869,44.639587
M 1489427031316486177,46.4386,37.979126,44.639587
M 1489427031333179292,46.199036,37.799072,44.87915
M 1489427031350055513,46.4386,37.61902,44.999695
M 1489427031366779146,46.91925,37.438965,45.239258
M 1489427031383533296,46.97876,37.438965,45.17975
M 1489427031400440034,47.158813,37.379456,45.17975
M 1489427031417163667,47.51892,37.1994,45.239258
M 1489427031433887300,47.639465,37.319946,45.41931
M 1489427031450671968,47.758484,37.319946,45.298767
M 1489427031467487153,47.999573,37.319946,45.239258
M 1489427031484332857,47.758484,37.438965,45.298767
M 1489427031501056489,47.87903,37.678528,45.359802
M 1489427031517841157,47.81952,37.799072,45.359802
M 1489427031534747896,47.81952,37.739563,45.41931
M 1489427031551441011,47.51892,37.5,45.539856
M 1489427031568225679,47.51892,37.5,45.539856
M 1489427031585010347,47.698975,37.438965,45.47882
M 1489427031601764497,47.51892,37.379456,45.239258
M 1489427031618488130,47.279358,37.25891,45.298767
M 1489427031635333833,47.039795,37.078857,45.359802
M 1489427031652454194,47.279358,37.319946,45.47882
M 1489427031668903169,47.099304,37.25891,45.47882
M 1489427031685657319,47.21985,37.319946,45.298767
M 1489427031702533540,47.51892,37.319946,45.239258
M 1489427031719287691,47.399902,37.319946,45.41931
M 1489427031736102876,47.45941,37.319946,45.298767
M 1489427031752826509,47.81952,37.25891,45.17975
M 1489427031769580659,47.758484,37.319946,45.298767
M 1489427031786456880,47.698975,37.319946,45.359802
M 1489427031803180513,47.639465,37.55951,45.359802
M 1489427031819995698,47.51892,37.61902,45.298767
M 1489427031836810884,47.21985,37.5,45.239258
M 1489427031853503999,47.21985,37.61902,45.239258
M 1489427031870410737,47.21985,37.739563,45.359802
M 1489427031887134370,47.158813,37.739563,45.41931
M 1489427031903888521,47.21985,37.979126,45.17975
M 1489427031920703706,47.158813,37.678528,45.059204
M 1489427031937457857,47.279358,37.61902,45.17975
M 1489427031954486665,47.579956,37.61902,45.41931
M 1489427031971027192,47.579956,37.799072,45.298767
M 1489427031987811860,47.51892,37.61902,45.059204
M 1489427032004627046,47.81952,37.55951,44.999695
M 1489427032021381196,47.698975,37.55951,44.758606
M 1489427032038165864,47.698975,37.319946,44.699097
M 1489427032054950532,47.51892,37.319946,44.699097
M 1489427032071796235,47.579956,37.5,44.578552
M 1489427032088489351,47.338867,37.61902,44.639587
M 1489427032105274019,47.21985,37.379456,45.059204
M 1489427032122150239,47.158813,37.55951,44.999695
M 1489427032138904390,46.91925,37.438965,44.999695
M 1489427032155628023,47.158813,37.5,45.239258
M 1489427032172443208,47.099304,37.61902,45.239258
M 1489427032189258394,47.21985,37.799072,45.359802
M 1489427032206012544,47.279358,37.85858,45.539856
M 1489427032222797212,47.51892,38.15918,45.539856
M 1489427032239551362,47.639465,38.15918,45.47882
M 1489427032256488618,47.81952,38.279724,45.658875
M 1489427032273120698,47.938538,38.459778,45.47882
M 1489427032289874849,47.81952,38.398743,45.41931
M 1489427032306812105,47.81952,38.279724,45.359802
M 1489427032323505220,47.81952,38.279724,45.118713
M 1489427032340381441,47.579956,38.21869,45.239258
M 1489427032357074556,47.45941,37.979126,45.359802
M 1489427032373920259,47.51892,38.339233,45.47882
M 1489427032390643892,47.399902,38.09967,45.47882
M 1489427032407428560,47.099304,37.979126,45.71991
M 1489427032424304780,47.21985,38.038635,45.83893
M 1489427032441028413,47.45941,38.038635,46.018982
M 1489427032457721528,47.45941,38.038635,45.959473
M 1489427032474536714,47.45941,37.85858,45.71991
M 1489427032491412935,47.399902,37.919617,45.71991
