0.6	5.4
W (28:f0:76:1e:ad:3a,-71),(c8:cb:b8:f9:8d:c7,-48),(c8:cb:b8:f9:8d:c0,-49),(c8:cb:b8:f9:8d:c5,-49),(c8:cb:b8:f9:8d:c2,-49),(c8:cb:b8:f9:8d:d2,-54),(00:14:d1:50:31:1c,-64),(c8:cb:b8:f9:8d:c6,-48),(c8:cb:b8:f9:8d:c1,-48),(c8:cb:b8:f9:8d:c3,-48),(c8:cb:b8:f9:8d:c4,-48),(c8:cb:b8:f9:8d:d1,-53),(00:22:6b:f4:34:8d,-61),(88:51:fb:8a:bc:42,-66),(88:51:fb:8a:bc:47,-66),(88:51:fb:8a:bc:45,-66),(88:51:fb:8a:bc:44,-67),(88:51:fb:8a:bc:43,-66),(88:51:fb:8a:bc:40,-68),(c8:cb:b8:f9:8d:d0,-54),(c8:cb:b8:f9:8d:d7,-53),(c8:cb:b8:f9:8d:d5,-56),(c8:cb:b8:f9:8d:d4,-56),(c8:cb:b8:f9:8d:d3,-54),(c8:cb:b8:f9:8d:d6,-54),(88:51:fb:8a:bc:41,-66),(88:51:fb:8a:bc:46,-66),(88:51:fb:8a:bc:52,-76),(88:51:fb:8a:bc:55,-75),(88:51:fb:8a:bc:50,-74),(88:51:fb:8a:bc:57,-74),(bc:f1:f2:23:f7:44,-71),(bc:f1:f2:23:f7:40,-76),(88:51:fb:8a:bc:51,-66),(88:51:fb:8a:bc:53,-74),(88:51:fb:8a:bc:56,-74),(88:51:fb:8a:bc:54,-74),(00:14:6c:69:01:b8,-57),(00:03:52:2b:85:52,-88),(bc:f1:f2:23:f7:42,-83),(bc:f1:f2:23:f7:43,-72),(20:c9:d0:19:33:83,-86),(00:03:52:2b:85:55,-87),(00:3a:9a:4e:81:e3,-87),(6e:d2:ff:e8:9f:70,-90),(74:ea:3a:d6:67:04,-90),(00:23:33:a2:48:b1,-90),(00:23:33:a2:48:b2,-91),(00:03:52:2b:85:56,-87),

W (28:f0:76:1e:ad:3a,-66),(c8:cb:b8:f9:8d:c7,-49),(c8:cb:b8:f9:8d:c0,-50),(c8:cb:b8:f9:8d:c5,-49),(c8:cb:b8:f9:8d:c2,-51),(c8:cb:b8:f9:8d:d2,-53),(00:14:d1:50:31:1c,-68),(c8:cb:b8:f9:8d:c6,-50),(c8:cb:b8:f9:8d:c1,-50),(c8:cb:b8:f9:8d:c3,-50),(c8:cb:b8:f9:8d:c4,-50),(c8:cb:b8:f9:8d:d1,-53),(00:22:6b:f4:34:8d,-68),(88:51:fb:8a:bc:42,-66),(88:51:fb:8a:bc:47,-66),(88:51:fb:8a:bc:45,-66),(88:51:fb:8a:bc:44,-67),(88:51:fb:8a:bc:43,-66),(88:51:fb:8a:bc:40,-67),(c8:cb:b8:f9:8d:d0,-51),(c8:cb:b8:f9:8d:d7,-53),(c8:cb:b8:f9:8d:d5,-53),(c8:cb:b8:f9:8d:d4,-52),(c8:cb:b8:f9:8d:d3,-52),(c8:cb:b8:f9:8d:d6,-53),(88:51:fb:8a:bc:41,-66),(88:51:fb:8a:bc:46,-66),(88:51:fb:8a:bc:52,-75),(88:51:fb:8a:bc:55,-68),(88:51:fb:8a:bc:50,-71),(88:51:fb:8a:bc:57,-71),(bc:f1:f2:23:f7:44,-81),(88:51:fb:8a:bc:51,-73),(88:51:fb:8a:bc:53,-74),(88:51:fb:8a:bc:56,-65),(88:51:fb:8a:bc:54,-74),(00:14:6c:69:01:b8,-57),(00:03:52:2b:85:52,-88),(bc:f1:f2:23:f7:42,-81),(bc:f1:f2:23:f7:43,-81),(20:c9:d0:19:33:83,-86),(00:03:52:2b:85:55,-87),(00:3a:9a:4e:81:e3,-87),(6e:d2:ff:e8:9f:70,-90),(74:ea:3a:d6:67:04,-87),(00:23:33:a2:48:b1,-90),(00:23:33:a2:48:b2,-91),(00:03:52:2b:85:56,-87),(48:f8:b3:84:82:eb,-79),(00:3a:9a:4e:81:e7,-90),(00:3a:9a:4e:81:e4,-90),(00:03:52:2b:84:01,-94),(00:3a:9a:4e:81:e6,-91),

W (28:f0:76:1e:ad:3a,-65),(c8:cb:b8:f9:8d:c7,-52),(c8:cb:b8:f9:8d:c0,-52),(c8:cb:b8:f9:8d:c5,-52),(c8:cb:b8:f9:8d:c2,-52),(c8:cb:b8:f9:8d:d2,-54),(00:14:d1:50:31:1c,-69),(c8:cb:b8:f9:8d:c6,-52),(c8:cb:b8:f9:8d:c1,-52),(c8:cb:b8:f9:8d:c3,-52),(c8:cb:b8:f9:8d:c4,-51),(c8:cb:b8:f9:8d:d1,-56),(00:22:6b:f4:34:8d,-74),(88:51:fb:8a:bc:42,-67),(88:51:fb:8a:bc:47,-70),(88:51:fb:8a:bc:45,-67),(88:51:fb:8a:bc:44,-67),(88:51:fb:8a:bc:43,-68),(88:51:fb:8a:bc:40,-69),(c8:cb:b8:f9:8d:d0,-52),(c8:cb:b8:f9:8d:d7,-54),(c8:cb:b8:f9:8d:d5,-54),(c8:cb:b8:f9:8d:d4,-52),(c8:cb:b8:f9:8d:d3,-56),(c8:cb:b8:f9:8d:d6,-54),(88:51:fb:8a:bc:41,-70),(88:51:fb:8a:bc:46,-67),(88:51:fb:8a:bc:52,-71),(88:51:fb:8a:bc:55,-68),(88:51:fb:8a:bc:50,-67),(88:51:fb:8a:bc:57,-73),(bc:f1:f2:23:f7:44,-81),(88:51:fb:8a:bc:51,-72),(88:51:fb:8a:bc:53,-72),(88:51:fb:8a:bc:56,-69),(88:51:fb:8a:bc:54,-68),(00:14:6c:69:01:b8,-63),(00:03:52:2b:85:52,-89),(bc:f1:f2:23:f7:42,-81),(bc:f1:f2:23:f7:43,-81),(74:ea:3a:d6:67:04,-87),(48:f8:b3:84:82:eb,-79),(00:3a:9a:4e:81:e7,-90),(00:3a:9a:4e:81:e4,-90),(00:03:52:2b:84:01,-94),(00:3a:9a:4e:81:e6,-91),(00:03:52:2b:85:51,-86),(00:03:52:2b:85:59,-88),(00:03:52:2b:85:58,-88),

W (28:f0:76:1e:ad:3a,-63),(c8:cb:b8:f9:8d:c7,-52),(c8:cb:b8:f9:8d:c0,-52),(c8:cb:b8:f9:8d:c5,-52),(c8:cb:b8:f9:8d:c2,-52),(c8:cb:b8:f9:8d:d2,-55),(00:14:d1:50:31:1c,-66),(c8:cb:b8:f9:8d:c6,-52),(c8:cb:b8:f9:8d:c1,-52),(c8:cb:b8:f9:8d:c3,-52),(c8:cb:b8:f9:8d:c4,-51),(c8:cb:b8:f9:8d:d1,-57),(00:22:6b:f4:34:8d,-75),(88:51:fb:8a:bc:42,-68),(88:51:fb:8a:bc:47,-69),(88:51:fb:8a:bc:45,-68),(88:51:fb:8a:bc:44,-68),(88:51:fb:8a:bc:43,-69),(88:51:fb:8a:bc:40,-69),(c8:cb:b8:f9:8d:d0,-56),(c8:cb:b8:f9:8d:d7,-54),(c8:cb:b8:f9:8d:d5,-53),(c8:cb:b8:f9:8d:d4,-58),(c8:cb:b8:f9:8d:d3,-56),(c8:cb:b8:f9:8d:d6,-58),(88:51:fb:8a:bc:41,-69),(88:51:fb:8a:bc:46,-69),(88:51:fb:8a:bc:52,-68),(88:51:fb:8a:bc:55,-71),(88:51:fb:8a:bc:50,-67),(88:51:fb:8a:bc:57,-72),(bc:f1:f2:23:f7:44,-81),(88:51:fb:8a:bc:51,-72),(88:51:fb:8a:bc:53,-72),(88:51:fb:8a:bc:56,-71),(88:51:fb:8a:bc:54,-68),(00:14:6c:69:01:b8,-63),(00:03:52:2b:85:52,-88),(bc:f1:f2:23:f7:42,-81),(bc:f1:f2:23:f7:43,-78),(74:ea:3a:d6:67:04,-88),(48:f8:b3:84:82:eb,-76),(00:3a:9a:4e:81:e7,-90),(00:3a:9a:4e:81:e4,-90),(00:03:52:2b:84:01,-94),(00:3a:9a:4e:81:e6,-91),(00:03:52:2b:85:51,-88),(00:03:52:2b:85:59,-88),(00:03:52:2b:85:58,-88),(00:03:52:e3:89:c5,-83),(64:70:02:ec:0e:ac,-91),

0.6	6.0
