W (c8:cb:b8:f9:8d:c5,-53),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-55),(88:51:fb:8a:bc:40,-47),(88:51:fb:8a:bc:47,-46),(88:51:fb:8a:bc:45,-45),(88:51:fb:8a:bc:42,-47),(c8:cb:b8:f9:8d:c3,-55),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-47),(88:51:fb:8a:bc:46,-46),(88:51:fb:8a:bc:41,-46),(88:51:fb:8a:bc:44,-47),(88:51:fb:8a:bc:55,-42),(88:51:fb:8a:bc:56,-43),(88:51:fb:8a:bc:57,-50),(88:51:fb:8a:bc:51,-55),(88:51:fb:8a:bc:54,-42),(88:51:fb:8a:bc:52,-41),(88:51:fb:8a:bc:50,-43),(88:51:fb:8a:bc:53,-41),(20:c9:d0:19:33:83,-57),(d8:9d:67:91:d0:f1,-49),(00:23:33:a2:48:b3,-72),(00:23:33:a2:48:b4,-67),(00:23:33:a2:48:b1,-74),(00:23:33:a2:48:b2,-70),(d8:9d:67:91:d0:f0,-49),(d8:9d:67:91:d0:f2,-50),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-54),(d8:9d:67:91:d0:f3,-51),(00:03:52:e3:8b:12,-54),(00:03:52:e3:8b:18,-54),(00:03:52:e3:8b:16,-54),(00:23:33:a2:48:bd,-62),(00:23:33:a2:48:bc,-60),(00:23:33:a2:48:b8,-63),(00:23:33:a2:48:b9,-60),(c8:cb:b8:f9:8d:d7,-67),(c8:cb:b8:f9:8d:d0,-67),(c8:cb:b8:f9:8d:d3,-63),(c8:cb:b8:f9:8d:d2,-63),(c8:cb:b8:f9:8d:d4,-62),(c8:cb:b8:f9:8d:d1,-61),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-57),(c8:cb:b8:f9:8d:d5,-67),(00:03:52:2b:84:02,-56),(00:03:52:2b:84:06,-57),(00:03:52:e5:44:42,-69),(00:03:52:e5:44:41,-69),(00:03:52:2b:84:05,-56),(00:03:52:e5:44:49,-74),(00:03:52:e5:44:48,-74),(00:03:52:2b:89:c9,-67),(00:03:52:2b:89:c1,-68),(00:03:52:2b:89:c5,-67),(00:03:52:2b:89:c8,-67),(00:03:52:2b:89:c6,-70),(00:03:52:2b:89:c2,-68),(00:03:52:e5:44:45,-70),(d8:9d:67:91:d0:f4,-49),(00:03:52:2b:84:08,-56),(00:3a:9a:51:ab:5d,-77),(d8:9d:67:91:d0:f7,-51),(d8:9d:67:91:d0:f6,-49),(c8:cb:b8:f9:8d:d6,-69),(00:03:52:e3:85:55,-70),(00:3a:9a:51:ab:58,-78),(00:3a:9a:51:ab:5c,-77),(00:23:33:a2:48:b7,-69),(20:4c:9e:ea:10:16,-78),(00:23:33:a2:48:b6,-67),(20:4c:9e:ea:10:19,-76),(c8:cb:b8:ec:1b:51,-82),(00:03:52:29:ca:d1,-62),(c8:cb:b8:ec:1b:52,-80),(00:3a:9a:51:ab:52,-82),(00:03:52:29:ca:d6,-65),(00:03:52:29:ca:d2,-65),(00:03:52:29:ca:d9,-62),(00:03:52:29:ca:d8,-65),(00:03:52:29:ca:d5,-67),(00:03:52:e3:85:51,-67),(2c:30:33:1d:7a:f0,-72),(00:03:52:e3:85:58,-72),(00:03:52:e3:85:56,-73),

W (c8:cb:b8:f9:8d:c5,-53),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-53),(88:51:fb:8a:bc:40,-42),(88:51:fb:8a:bc:47,-39),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-40),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-52),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-52),(88:51:fb:8a:bc:43,-39),(88:51:fb:8a:bc:46,-40),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-41),(88:51:fb:8a:bc:55,-35),(88:51:fb:8a:bc:56,-36),(88:51:fb:8a:bc:57,-36),(88:51:fb:8a:bc:51,-39),(88:51:fb:8a:bc:54,-35),(88:51:fb:8a:bc:52,-36),(88:51:fb:8a:bc:50,-35),(88:51:fb:8a:bc:53,-35),(20:c9:d0:19:33:83,-53),(d8:9d:67:91:d0:f1,-44),(00:23:33:a2:48:b3,-72),(00:23:33:a2:48:b4,-70),(00:23:33:a2:48:b1,-74),(00:23:33:a2:48:b2,-70),(d8:9d:67:91:d0:f0,-44),(d8:9d:67:91:d0:f2,-45),(00:03:52:e3:8b:15,-58),(00:03:52:e3:8b:11,-58),(d8:9d:67:91:d0:f3,-51),(00:03:52:e3:8b:12,-58),(00:03:52:e3:8b:18,-58),(00:03:52:e3:8b:16,-58),(00:23:33:a2:48:bd,-62),(00:23:33:a2:48:bc,-61),(00:23:33:a2:48:b8,-66),(00:23:33:a2:48:b9,-61),(c8:cb:b8:f9:8d:d7,-71),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-70),(c8:cb:b8:f9:8d:d2,-72),(c8:cb:b8:f9:8d:d4,-70),(c8:cb:b8:f9:8d:d1,-69),(00:03:52:e5:44:46,-73),(00:03:52:2b:84:01,-58),(c8:cb:b8:f9:8d:d5,-76),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-58),(00:03:52:e5:44:42,-73),(00:03:52:e5:44:41,-73),(00:03:52:2b:84:05,-58),(00:03:52:e5:44:49,-74),(00:03:52:e5:44:48,-74),(00:03:52:2b:89:c9,-75),(00:03:52:2b:89:c1,-76),(00:03:52:2b:89:c5,-71),(00:03:52:2b:89:c8,-75),(00:03:52:2b:89:c6,-76),(00:03:52:2b:89:c2,-75),(00:03:52:e5:44:45,-74),(00:03:52:2b:84:08,-58),(00:3a:9a:51:ab:5d,-77),(d8:9d:67:91:d0:f6,-49),(c8:cb:b8:f9:8d:d6,-73),(00:03:52:e3:85:55,-70),(00:3a:9a:51:ab:58,-78),(00:3a:9a:51:ab:5c,-77),(00:23:33:a2:48:b7,-71),(20:4c:9e:ea:10:16,-73),(00:23:33:a2:48:b6,-71),(20:4c:9e:ea:10:19,-73),(c8:cb:b8:ec:1b:51,-82),(00:03:52:29:ca:d1,-70),(c8:cb:b8:ec:1b:52,-80),(00:3a:9a:51:ab:52,-82),(00:03:52:29:ca:d6,-69),(00:03:52:29:ca:d2,-72),(00:03:52:29:ca:d9,-69),(00:03:52:29:ca:d8,-73),(00:03:52:29:ca:d5,-73),(00:03:52:e3:85:51,-67),(2c:30:33:1d:7a:f0,-72),(00:03:52:e3:85:58,-68),(00:03:52:e3:85:56,-70),(20:4c:9e:ea:10:1d,-74),(20:4c:9e:ea:10:1c,-74),(2c:30:33:1d:9d:cc,-75),(00:03:52:e3:85:52,-68),

W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-53),(88:51:fb:8a:bc:40,-39),(88:51:fb:8a:bc:47,-40),(88:51:fb:8a:bc:45,-40),(88:51:fb:8a:bc:42,-40),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-53),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-53),(88:51:fb:8a:bc:43,-39),(88:51:fb:8a:bc:46,-39),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-39),(88:51:fb:8a:bc:55,-34),(88:51:fb:8a:bc:56,-33),(88:51:fb:8a:bc:57,-32),(88:51:fb:8a:bc:51,-33),(88:51:fb:8a:bc:54,-32),(88:51:fb:8a:bc:52,-33),(88:51:fb:8a:bc:50,-32),(88:51:fb:8a:bc:53,-33),(20:c9:d0:19:33:83,-52),(d8:9d:67:91:d0:f1,-44),(00:23:33:a2:48:b3,-67),(00:23:33:a2:48:b4,-70),(00:23:33:a2:48:b1,-70),(00:23:33:a2:48:b2,-72),(d8:9d:67:91:d0:f0,-44),(d8:9d:67:91:d0:f2,-44),(00:03:52:e3:8b:15,-62),(00:03:52:e3:8b:11,-63),(d8:9d:67:91:d0:f3,-44),(00:03:52:e3:8b:12,-63),(00:03:52:e3:8b:18,-62),(00:03:52:e3:8b:16,-62),(00:23:33:a2:48:bd,-67),(00:23:33:a2:48:bc,-67),(00:23:33:a2:48:b8,-68),(00:23:33:a2:48:b9,-67),(c8:cb:b8:f9:8d:d7,-71),(c8:cb:b8:f9:8d:d0,-67),(c8:cb:b8:f9:8d:d3,-70),(c8:cb:b8:f9:8d:d2,-68),(c8:cb:b8:f9:8d:d4,-74),(c8:cb:b8:f9:8d:d1,-73),(00:03:52:e5:44:46,-69),(00:03:52:2b:84:01,-60),(c8:cb:b8:f9:8d:d5,-68),(00:03:52:2b:84:02,-60),(00:03:52:2b:84:06,-61),(00:03:52:e5:44:42,-70),(00:03:52:e5:44:41,-73),(00:03:52:2b:84:05,-60),(00:03:52:e5:44:49,-68),(00:03:52:e5:44:48,-71),(00:03:52:2b:89:c9,-71),(00:03:52:2b:89:c1,-72),(00:03:52:2b:89:c5,-70),(00:03:52:2b:89:c8,-73),(00:03:52:2b:89:c6,-73),(00:03:52:2b:89:c2,-69),(00:03:52:e5:44:45,-71),(00:03:52:2b:84:08,-60),(d8:9d:67:91:d0:f6,-45),(c8:cb:b8:f9:8d:d6,-68),(00:03:52:e3:85:55,-66),(00:23:33:a2:48:b7,-67),(20:4c:9e:ea:10:16,-73),(00:23:33:a2:48:b6,-71),(20:4c:9e:ea:10:19,-73),(00:03:52:29:ca:d1,-68),(00:03:52:29:ca:d6,-69),(00:03:52:29:ca:d2,-66),(00:03:52:29:ca:d9,-73),(00:03:52:29:ca:d8,-72),(00:03:52:29:ca:d5,-70),(00:03:52:e3:85:51,-65),(00:03:52:e3:85:58,-68),(00:03:52:e3:85:56,-66),(20:4c:9e:ea:10:1d,-74),(20:4c:9e:ea:10:1c,-74),(2c:30:33:1d:9d:cc,-75),(00:03:52:e3:85:52,-65),(d8:9d:67:91:d0:f7,-44),(d8:9d:67:91:d0:f5,-45),(d8:9d:67:91:d0:f4,-42),

W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-39),(88:51:fb:8a:bc:47,-40),(88:51:fb:8a:bc:45,-40),(88:51:fb:8a:bc:42,-40),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-55),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-39),(88:51:fb:8a:bc:46,-39),(88:51:fb:8a:bc:41,-40),(88:51:fb:8a:bc:44,-39),(88:51:fb:8a:bc:55,-33),(88:51:fb:8a:bc:56,-32),(88:51:fb:8a:bc:57,-33),(88:51:fb:8a:bc:51,-33),(88:51:fb:8a:bc:54,-33),(88:51:fb:8a:bc:52,-32),(88:51:fb:8a:bc:50,-32),(88:51:fb:8a:bc:53,-32),(20:c9:d0:19:33:83,-47),(d8:9d:67:91:d0:f1,-42),(00:23:33:a2:48:b3,-68),(00:23:33:a2:48:b4,-66),(00:23:33:a2:48:b1,-67),(00:23:33:a2:48:b2,-68),(d8:9d:67:91:d0:f0,-52),(d8:9d:67:91:d0:f2,-47),(00:03:52:e3:8b:15,-64),(00:03:52:e3:8b:11,-64),(d8:9d:67:91:d0:f3,-44),(00:03:52:e3:8b:12,-63),(00:03:52:e3:8b:18,-63),(00:03:52:e3:8b:16,-64),(00:23:33:a2:48:bd,-71),(00:23:33:a2:48:bc,-71),(00:23:33:a2:48:b8,-71),(00:23:33:a2:48:b9,-71),(c8:cb:b8:f9:8d:d7,-73),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-71),(c8:cb:b8:f9:8d:d2,-70),(c8:cb:b8:f9:8d:d4,-68),(c8:cb:b8:f9:8d:d1,-72),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-61),(c8:cb:b8:f9:8d:d5,-65),(00:03:52:2b:84:02,-60),(00:03:52:2b:84:06,-61),(00:03:52:e5:44:42,-72),(00:03:52:e5:44:41,-68),(00:03:52:2b:84:05,-61),(00:03:52:e5:44:49,-72),(00:03:52:e5:44:48,-72),(00:03:52:2b:89:c9,-71),(00:03:52:2b:89:c1,-72),(00:03:52:2b:89:c5,-70),(00:03:52:2b:89:c8,-73),(00:03:52:2b:89:c6,-73),(00:03:52:2b:89:c2,-69),(00:03:52:e5:44:45,-72),(00:03:52:2b:84:08,-61),(d8:9d:67:91:d0:f6,-44),(c8:cb:b8:f9:8d:d6,-64),(00:03:52:e3:85:55,-65),(00:23:33:a2:48:b7,-67),(20:4c:9e:ea:10:16,-72),(00:23:33:a2:48:b6,-71),(20:4c:9e:ea:10:19,-71),(00:03:52:29:ca:d1,-68),(00:03:52:29:ca:d6,-69),(00:03:52:29:ca:d2,-70),(00:03:52:29:ca:d9,-74),(00:03:52:29:ca:d8,-72),(00:03:52:29:ca:d5,-70),(00:03:52:e3:85:51,-61),(00:03:52:e3:85:58,-63),(00:03:52:e3:85:56,-63),(20:4c:9e:ea:10:1d,-72),(20:4c:9e:ea:10:1c,-71),(2c:30:33:1d:9d:cc,-70),(00:03:52:e3:85:52,-63),(d8:9d:67:91:d0:f7,-43),(d8:9d:67:91:d0:f5,-42),(d8:9d:67:91:d0:f4,-42),(20:4e:7f:6f:63:7f,-83),(00:03:52:e3:85:59,-61),(00:3a:9a:51:ab:56,-74),

35.400005	6.0
W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-53),(88:51:fb:8a:bc:40,-41),(88:51:fb:8a:bc:47,-41),(88:51:fb:8a:bc:45,-40),(88:51:fb:8a:bc:42,-40),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-53),(88:51:fb:8a:bc:43,-41),(88:51:fb:8a:bc:46,-41),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-41),(88:51:fb:8a:bc:55,-33),(88:51:fb:8a:bc:56,-33),(88:51:fb:8a:bc:57,-33),(88:51:fb:8a:bc:51,-33),(88:51:fb:8a:bc:54,-33),(88:51:fb:8a:bc:52,-32),(88:51:fb:8a:bc:50,-52),(88:51:fb:8a:bc:53,-33),(20:c9:d0:19:33:83,-47),(d8:9d:67:91:d0:f1,-42),(00:23:33:a2:48:b3,-69),(00:23:33:a2:48:b4,-69),(00:23:33:a2:48:b1,-67),(00:23:33:a2:48:b2,-68),(d8:9d:67:91:d0:f0,-44),(d8:9d:67:91:d0:f2,-42),(00:03:52:e3:8b:15,-63),(00:03:52:e3:8b:11,-63),(d8:9d:67:91:d0:f3,-41),(00:03:52:e3:8b:12,-64),(00:03:52:e3:8b:18,-63),(00:03:52:e3:8b:16,-63),(00:23:33:a2:48:bd,-63),(00:23:33:a2:48:bc,-64),(00:23:33:a2:48:b8,-64),(00:23:33:a2:48:b9,-63),(c8:cb:b8:f9:8d:d7,-69),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-71),(c8:cb:b8:f9:8d:d2,-66),(c8:cb:b8:f9:8d:d4,-70),(c8:cb:b8:f9:8d:d1,-69),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-61),(c8:cb:b8:f9:8d:d5,-70),(00:03:52:2b:84:02,-60),(00:03:52:2b:84:06,-61),(00:03:52:e5:44:42,-72),(00:03:52:e5:44:41,-68),(00:03:52:2b:84:05,-59),(00:03:52:e5:44:49,-72),(00:03:52:e5:44:48,-72),(00:03:52:2b:89:c9,-72),(00:03:52:2b:89:c1,-75),(00:03:52:2b:89:c5,-72),(00:03:52:2b:89:c8,-73),(00:03:52:2b:89:c6,-75),(00:03:52:2b:89:c2,-72),(00:03:52:e5:44:45,-72),(00:03:52:2b:84:08,-61),(d8:9d:67:91:d0:f6,-44),(c8:cb:b8:f9:8d:d6,-68),(00:03:52:e3:85:55,-65),(00:23:33:a2:48:b7,-68),(20:4c:9e:ea:10:16,-71),(00:23:33:a2:48:b6,-68),(20:4c:9e:ea:10:19,-71),(00:03:52:29:ca:d1,-71),(00:03:52:29:ca:d6,-71),(00:03:52:29:ca:d2,-70),(00:03:52:29:ca:d9,-72),(00:03:52:29:ca:d8,-71),(00:03:52:29:ca:d5,-72),(00:03:52:e3:85:51,-61),(00:03:52:e3:85:58,-63),(00:03:52:e3:85:56,-63),(20:4c:9e:ea:10:1d,-71),(20:4c:9e:ea:10:1c,-71),(2c:30:33:1d:9d:cc,-70),(00:03:52:e3:85:52,-63),(d8:9d:67:91:d0:f7,-42),(d8:9d:67:91:d0:f5,-42),(d8:9d:67:91:d0:f4,-42),(20:4e:7f:6f:63:7f,-83),(00:03:52:e3:85:59,-61),(00:3a:9a:51:ab:56,-74),(2c:30:33:1d:7a:f0,-82),

W (c8:cb:b8:f9:8d:c5,-58),(c8:cb:b8:f9:8d:c7,-57),(c8:cb:b8:f9:8d:c2,-57),(c8:cb:b8:f9:8d:c0,-57),(88:51:fb:8a:bc:40,-41),(88:51:fb:8a:bc:47,-41),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-43),(c8:cb:b8:f9:8d:c3,-55),(c8:cb:b8:f9:8d:c6,-58),(c8:cb:b8:f9:8d:c4,-55),(c8:cb:b8:f9:8d:c1,-55),(88:51:fb:8a:bc:43,-43),(88:51:fb:8a:bc:46,-42),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-42),(88:51:fb:8a:bc:55,-45),(88:51:fb:8a:bc:56,-42),(88:51:fb:8a:bc:57,-41),(88:51:fb:8a:bc:51,-42),(88:51:fb:8a:bc:54,-41),(88:51:fb:8a:bc:52,-32),(88:51:fb:8a:bc:50,-49),(88:51:fb:8a:bc:53,-48),(20:c9:d0:19:33:83,-53),(d8:9d:67:91:d0:f1,-42),(00:23:33:a2:48:b3,-69),(00:23:33:a2:48:b4,-69),(00:23:33:a2:48:b1,-76),(00:23:33:a2:48:b2,-68),(d8:9d:67:91:d0:f0,-44),(d8:9d:67:91:d0:f2,-43),(00:03:52:e3:8b:15,-63),(00:03:52:e3:8b:11,-62),(d8:9d:67:91:d0:f3,-43),(00:03:52:e3:8b:12,-62),(00:03:52:e3:8b:18,-63),(00:03:52:e3:8b:16,-63),(00:23:33:a2:48:bd,-63),(00:23:33:a2:48:bc,-62),(00:23:33:a2:48:b8,-63),(00:23:33:a2:48:b9,-63),(c8:cb:b8:f9:8d:d7,-69),(c8:cb:b8:f9:8d:d0,-72),(c8:cb:b8:f9:8d:d3,-72),(c8:cb:b8:f9:8d:d2,-70),(c8:cb:b8:f9:8d:d4,-72),(c8:cb:b8:f9:8d:d1,-70),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-64),(c8:cb:b8:f9:8d:d5,-72),(00:03:52:2b:84:02,-63),(00:03:52:2b:84:06,-65),(00:03:52:e5:44:42,-68),(00:03:52:e5:44:41,-68),(00:03:52:2b:84:05,-64),(00:03:52:e5:44:49,-72),(00:03:52:e5:44:48,-72),(00:03:52:2b:89:c9,-70),(00:03:52:2b:89:c1,-71),(00:03:52:2b:89:c5,-66),(00:03:52:2b:89:c8,-70),(00:03:52:2b:89:c6,-68),(00:03:52:2b:89:c2,-68),(00:03:52:e5:44:45,-72),(00:03:52:2b:84:08,-65),(d8:9d:67:91:d0:f6,-41),(c8:cb:b8:f9:8d:d6,-71),(00:03:52:e3:85:55,-63),(00:23:33:a2:48:b7,-69),(20:4c:9e:ea:10:16,-71),(00:23:33:a2:48:b6,-68),(20:4c:9e:ea:10:19,-71),(00:03:52:29:ca:d1,-71),(00:03:52:29:ca:d6,-71),(00:03:52:29:ca:d2,-70),(00:03:52:29:ca:d9,-72),(00:03:52:29:ca:d8,-71),(00:03:52:29:ca:d5,-72),(00:03:52:e3:85:51,-64),(00:03:52:e3:85:58,-64),(00:03:52:e3:85:56,-64),(20:4c:9e:ea:10:1d,-71),(20:4c:9e:ea:10:1c,-71),(2c:30:33:1d:9d:cc,-70),(00:03:52:e3:85:52,-64),(d8:9d:67:91:d0:f7,-42),(d8:9d:67:91:d0:f5,-44),(d8:9d:67:91:d0:f4,-42),(20:4e:7f:6f:63:7f,-83),(00:03:52:e3:85:59,-62),(00:3a:9a:51:ab:56,-74),(2c:30:33:1d:7a:f0,-82),(20:4c:9e:ea:10:12,-71),(bc:f1:f2:23:f7:40,-78),(00:3a:9a:51:ab:53,-81),(bc:f1:f2:23:f7:42,-84),

W (c8:cb:b8:f9:8d:c5,-57),(c8:cb:b8:f9:8d:c7,-56),(c8:cb:b8:f9:8d:c2,-58),(c8:cb:b8:f9:8d:c0,-56),(88:51:fb:8a:bc:40,-41),(88:51:fb:8a:bc:47,-43),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-42),(c8:cb:b8:f9:8d:c3,-55),(c8:cb:b8:f9:8d:c6,-56),(c8:cb:b8:f9:8d:c4,-55),(c8:cb:b8:f9:8d:c1,-55),(88:51:fb:8a:bc:43,-43),(88:51:fb:8a:bc:46,-43),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-42),(88:51:fb:8a:bc:55,-46),(88:51:fb:8a:bc:56,-41),(88:51:fb:8a:bc:57,-41),(88:51:fb:8a:bc:51,-46),(88:51:fb:8a:bc:54,-41),(88:51:fb:8a:bc:52,-41),(88:51:fb:8a:bc:50,-44),(88:51:fb:8a:bc:53,-43),(20:c9:d0:19:33:83,-53),(d8:9d:67:91:d0:f1,-42),(00:23:33:a2:48:b4,-68),(00:23:33:a2:48:b1,-74),(d8:9d:67:91:d0:f0,-42),(d8:9d:67:91:d0:f2,-55),(00:03:52:e3:8b:15,-63),(00:03:52:e3:8b:11,-63),(d8:9d:67:91:d0:f3,-43),(00:03:52:e3:8b:12,-62),(00:03:52:e3:8b:18,-63),(00:03:52:e3:8b:16,-61),(00:23:33:a2:48:bd,-63),(00:23:33:a2:48:bc,-63),(00:23:33:a2:48:b8,-63),(00:23:33:a2:48:b9,-63),(c8:cb:b8:f9:8d:d7,-74),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-73),(c8:cb:b8:f9:8d:d2,-72),(c8:cb:b8:f9:8d:d4,-75),(c8:cb:b8:f9:8d:d1,-72),(00:03:52:e5:44:46,-65),(00:03:52:2b:84:01,-64),(c8:cb:b8:f9:8d:d5,-73),(00:03:52:2b:84:02,-63),(00:03:52:2b:84:06,-64),(00:03:52:e5:44:42,-64),(00:03:52:e5:44:41,-66),(00:03:52:2b:84:05,-64),(00:03:52:e5:44:49,-65),(00:03:52:e5:44:48,-66),(00:03:52:2b:89:c9,-71),(00:03:52:2b:89:c1,-71),(00:03:52:2b:89:c5,-70),(00:03:52:2b:89:c8,-71),(00:03:52:2b:89:c6,-68),(00:03:52:2b:89:c2,-68),(00:03:52:e5:44:45,-65),(00:03:52:2b:84:08,-64),(d8:9d:67:91:d0:f6,-41),(c8:cb:b8:f9:8d:d6,-74),(00:03:52:e3:85:55,-64),(00:23:33:a2:48:b7,-69),(20:4c:9e:ea:10:16,-74),(00:23:33:a2:48:b6,-69),(20:4c:9e:ea:10:19,-74),(00:03:52:29:ca:d1,-71),(00:03:52:29:ca:d6,-73),(00:03:52:29:ca:d2,-73),(00:03:52:29:ca:d9,-73),(00:03:52:29:ca:d8,-72),(00:03:52:29:ca:d5,-72),(00:03:52:e3:85:51,-64),(00:03:52:e3:85:58,-64),(00:03:52:e3:85:56,-64),(20:4c:9e:ea:10:1d,-74),(20:4c:9e:ea:10:1c,-74),(00:03:52:e3:85:52,-64),(d8:9d:67:91:d0:f5,-44),(d8:9d:67:91:d0:f4,-42),(00:03:52:e3:85:59,-62),(20:4c:9e:ea:10:12,-71),(bc:f1:f2:23:f7:40,-78),(00:3a:9a:51:ab:53,-81),(bc:f1:f2:23:f7:42,-84),(00:3a:9a:51:ab:5d,-79),(bc:f1:f2:2f:7b:dd,-80),(00:3a:9a:51:ab:59,-78),

