W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-39),(88:51:fb:8a:bc:47,-39),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-39),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-40),(88:51:fb:8a:bc:46,-40),(88:51:fb:8a:bc:41,-41),(88:51:fb:8a:bc:44,-41),(88:51:fb:8a:bc:55,-44),(88:51:fb:8a:bc:56,-26),(88:51:fb:8a:bc:57,-30),(88:51:fb:8a:bc:51,-44),(88:51:fb:8a:bc:54,-27),(88:51:fb:8a:bc:52,-30),(88:51:fb:8a:bc:50,-30),(88:51:fb:8a:bc:53,-30),(20:c9:d0:19:33:83,-51),(d8:9d:67:91:d0:f1,-46),(00:23:33:a2:48:b7,-68),(00:23:33:a2:48:b3,-67),(00:23:33:a2:48:b4,-69),(00:23:33:a2:48:b1,-67),(00:23:33:a2:48:b2,-69),(d8:9d:67:91:d0:f0,-46),(d8:9d:67:91:d0:f2,-41),(00:03:52:e3:8b:15,-63),(00:03:52:e3:8b:11,-63),(d8:9d:67:91:d0:f3,-40),(00:03:52:e3:8b:12,-63),(00:03:52:e3:8b:18,-63),(00:03:52:e3:8b:16,-63),(00:23:33:a2:48:bd,-62),(00:23:33:a2:48:bc,-62),(00:23:33:a2:48:b8,-62),(00:23:33:a2:48:b9,-62),(c8:cb:b8:f9:8d:d7,-72),(c8:cb:b8:f9:8d:d0,-67),(c8:cb:b8:f9:8d:d3,-75),(c8:cb:b8:f9:8d:d2,-73),(c8:cb:b8:f9:8d:d4,-66),(c8:cb:b8:f9:8d:d1,-69),(00:03:52:e5:44:46,-63),(00:03:52:2b:84:01,-60),(c8:cb:b8:f9:8d:d5,-74),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-61),(00:03:52:e5:44:42,-67),(00:03:52:e5:44:41,-68),(00:03:52:2b:84:05,-61),(00:03:52:e5:44:49,-69),(00:03:52:e5:44:48,-71),(00:03:52:2b:89:c9,-72),(00:03:52:e3:85:51,-68),(00:03:52:2b:89:c1,-73),(00:03:52:2b:89:c5,-67),(00:03:52:2b:89:c8,-71),(00:03:52:2b:89:c6,-71),(00:03:52:2b:89:c2,-68),(00:23:33:a2:48:b6,-68),(20:4c:9e:ea:10:16,-74),(20:4c:9e:ea:10:1d,-73),(20:4c:9e:ea:10:1c,-73),(20:4c:9e:ea:10:19,-73),(00:3a:9a:51:ab:54,-75),(00:03:52:29:ca:d8,-82),(d8:9d:67:91:d0:f5,-41),(00:03:52:e5:44:45,-71),(d8:9d:67:91:d0:f4,-43),(00:03:52:2b:84:08,-61),(00:03:52:e3:85:52,-67),(00:3a:9a:51:ab:5d,-75),(00:3a:9a:51:ab:5c,-79),(00:3a:9a:51:ab:51,-77),(bc:f1:f2:23:f6:a0,-88),(00:03:52:29:ca:d6,-74),(bc:f1:f2:23:f7:43,-82),(bc:f1:f2:23:f6:a3,-90),(d8:9d:67:91:d0:f7,-43),(bc:f1:f2:23:f7:44,-88),(d8:9d:67:91:d0:f6,-43),(c8:cb:b8:f9:8d:d6,-67),(00:03:52:e3:85:56,-71),(00:03:52:e3:85:58,-72),(2c:30:33:1d:9d:cc,-69),(00:3a:9a:51:ab:56,-75),(00:03:52:29:ca:d5,-73),(00:03:52:29:ca:d1,-75),(00:3a:9a:51:ab:57,-75),(00:3a:9a:51:ab:52,-75),(00:03:52:29:ca:d2,-79),

W (c8:cb:b8:f9:8d:c5,-55),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-40),(88:51:fb:8a:bc:47,-39),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-39),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-40),(88:51:fb:8a:bc:46,-40),(88:51:fb:8a:bc:41,-40),(88:51:fb:8a:bc:44,-41),(88:51:fb:8a:bc:55,-38),(88:51:fb:8a:bc:56,-34),(88:51:fb:8a:bc:57,-34),(88:51:fb:8a:bc:51,-45),(88:51:fb:8a:bc:54,-35),(88:51:fb:8a:bc:52,-34),(88:51:fb:8a:bc:50,-33),(88:51:fb:8a:bc:53,-34),(20:c9:d0:19:33:83,-48),(d8:9d:67:91:d0:f1,-46),(00:23:33:a2:48:b7,-68),(00:23:33:a2:48:b3,-61),(00:23:33:a2:48:b4,-61),(00:23:33:a2:48:b1,-67),(00:23:33:a2:48:b2,-69),(d8:9d:67:91:d0:f0,-60),(d8:9d:67:91:d0:f2,-49),(00:03:52:e3:8b:15,-55),(00:03:52:e3:8b:11,-55),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-55),(00:03:52:e3:8b:18,-55),(00:03:52:e3:8b:16,-55),(00:23:33:a2:48:bd,-62),(00:23:33:a2:48:bc,-65),(00:23:33:a2:48:b8,-65),(00:23:33:a2:48:b9,-65),(c8:cb:b8:f9:8d:d7,-68),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-72),(c8:cb:b8:f9:8d:d2,-69),(c8:cb:b8:f9:8d:d4,-66),(c8:cb:b8:f9:8d:d1,-70),(00:03:52:e5:44:46,-67),(00:03:52:2b:84:01,-59),(c8:cb:b8:f9:8d:d5,-72),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-59),(00:03:52:e5:44:42,-67),(00:03:52:e5:44:41,-67),(00:03:52:2b:84:05,-59),(00:03:52:e5:44:49,-67),(00:03:52:e5:44:48,-67),(00:03:52:2b:89:c9,-66),(00:03:52:e3:85:51,-68),(00:03:52:2b:89:c1,-70),(00:03:52:2b:89:c5,-65),(00:03:52:2b:89:c8,-67),(00:03:52:2b:89:c6,-69),(00:03:52:2b:89:c2,-72),(00:23:33:a2:48:b6,-68),(20:4c:9e:ea:10:16,-74),(20:4c:9e:ea:10:1d,-73),(20:4c:9e:ea:10:1c,-73),(20:4c:9e:ea:10:19,-73),(00:3a:9a:51:ab:54,-75),(00:03:52:29:ca:d8,-66),(d8:9d:67:91:d0:f5,-49),(00:03:52:e5:44:45,-67),(d8:9d:67:91:d0:f4,-43),(00:03:52:2b:84:08,-59),(00:03:52:e3:85:52,-67),(00:3a:9a:51:ab:5d,-76),(00:3a:9a:51:ab:51,-77),(00:03:52:29:ca:d6,-67),(d8:9d:67:91:d0:f7,-43),(bc:f1:f2:23:f7:44,-88),(d8:9d:67:91:d0:f6,-58),(c8:cb:b8:f9:8d:d6,-71),(00:03:52:e3:85:56,-71),(00:03:52:e3:85:58,-72),(2c:30:33:1d:9d:cc,-73),(00:3a:9a:51:ab:56,-75),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-66),(00:3a:9a:51:ab:57,-75),(00:3a:9a:51:ab:52,-75),(00:03:52:29:ca:d2,-67),(00:03:52:29:ca:d9,-64),

W (c8:cb:b8:f9:8d:c5,-55),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-40),(88:51:fb:8a:bc:47,-39),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-39),(c8:cb:b8:f9:8d:c3,-54),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-54),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-40),(88:51:fb:8a:bc:46,-40),(88:51:fb:8a:bc:41,-40),(88:51:fb:8a:bc:44,-41),(88:51:fb:8a:bc:55,-38),(88:51:fb:8a:bc:56,-34),(88:51:fb:8a:bc:57,-34),(88:51:fb:8a:bc:51,-45),(88:51:fb:8a:bc:54,-35),(88:51:fb:8a:bc:52,-34),(88:51:fb:8a:bc:50,-33),(88:51:fb:8a:bc:53,-34),(20:c9:d0:19:33:83,-48),(d8:9d:67:91:d0:f1,-46),(00:23:33:a2:48:b7,-68),(00:23:33:a2:48:b3,-61),(00:23:33:a2:48:b4,-61),(00:23:33:a2:48:b1,-67),(00:23:33:a2:48:b2,-69),(d8:9d:67:91:d0:f0,-60),(d8:9d:67:91:d0:f2,-49),(00:03:52:e3:8b:15,-55),(00:03:52:e3:8b:11,-55),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-55),(00:03:52:e3:8b:18,-55),(00:03:52:e3:8b:16,-55),(00:23:33:a2:48:bd,-62),(00:23:33:a2:48:bc,-65),(00:23:33:a2:48:b8,-65),(00:23:33:a2:48:b9,-65),(c8:cb:b8:f9:8d:d7,-68),(c8:cb:b8:f9:8d:d0,-71),(c8:cb:b8:f9:8d:d3,-72),(c8:cb:b8:f9:8d:d2,-69),(c8:cb:b8:f9:8d:d4,-66),(c8:cb:b8:f9:8d:d1,-70),(00:03:52:e5:44:46,-67),(00:03:52:2b:84:01,-59),(c8:cb:b8:f9:8d:d5,-72),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-59),(00:03:52:e5:44:42,-67),(00:03:52:e5:44:41,-67),(00:03:52:2b:84:05,-59),(00:03:52:e5:44:49,-67),(00:03:52:e5:44:48,-67),(00:03:52:2b:89:c9,-66),(00:03:52:e3:85:51,-68),(00:03:52:2b:89:c1,-70),(00:03:52:2b:89:c5,-65),(00:03:52:2b:89:c8,-67),(00:03:52:2b:89:c6,-69),(00:03:52:2b:89:c2,-72),(00:23:33:a2:48:b6,-68),(20:4c:9e:ea:10:16,-74),(20:4c:9e:ea:10:1d,-73),(20:4c:9e:ea:10:1c,-73),(20:4c:9e:ea:10:19,-73),(00:3a:9a:51:ab:54,-75),(00:03:52:29:ca:d8,-66),(d8:9d:67:91:d0:f5,-49),(00:03:52:e5:44:45,-67),(d8:9d:67:91:d0:f4,-43),(00:03:52:2b:84:08,-59),(00:03:52:e3:85:52,-67),(00:3a:9a:51:ab:5d,-76),(00:3a:9a:51:ab:51,-77),(00:03:52:29:ca:d6,-67),(d8:9d:67:91:d0:f7,-43),(bc:f1:f2:23:f7:44,-88),(d8:9d:67:91:d0:f6,-58),(c8:cb:b8:f9:8d:d6,-71),(00:03:52:e3:85:56,-71),(00:03:52:e3:85:58,-72),(2c:30:33:1d:9d:cc,-73),(00:3a:9a:51:ab:56,-75),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-66),(00:3a:9a:51:ab:57,-75),(00:3a:9a:51:ab:52,-75),(00:03:52:29:ca:d2,-67),(00:03:52:29:ca:d9,-64),

W (c8:cb:b8:f9:8d:c5,-53),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-53),(88:51:fb:8a:bc:40,-39),(88:51:fb:8a:bc:47,-39),(88:51:fb:8a:bc:45,-41),(88:51:fb:8a:bc:42,-39),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-53),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-53),(88:51:fb:8a:bc:43,-39),(88:51:fb:8a:bc:46,-38),(88:51:fb:8a:bc:41,-38),(88:51:fb:8a:bc:44,-38),(88:51:fb:8a:bc:55,-34),(88:51:fb:8a:bc:56,-34),(88:51:fb:8a:bc:57,-36),(88:51:fb:8a:bc:51,-41),(88:51:fb:8a:bc:54,-34),(88:51:fb:8a:bc:52,-36),(88:51:fb:8a:bc:50,-53),(88:51:fb:8a:bc:53,-43),(20:c9:d0:19:33:83,-56),(d8:9d:67:91:d0:f1,-52),(00:23:33:a2:48:b3,-65),(00:23:33:a2:48:b4,-61),(00:23:33:a2:48:b1,-63),(00:23:33:a2:48:b2,-61),(d8:9d:67:91:d0:f0,-50),(d8:9d:67:91:d0:f2,-51),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-57),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-54),(00:03:52:e3:8b:18,-54),(00:03:52:e3:8b:16,-54),(00:23:33:a2:48:bd,-64),(00:23:33:a2:48:bc,-65),(00:23:33:a2:48:b8,-64),(00:23:33:a2:48:b9,-65),(c8:cb:b8:f9:8d:d7,-66),(c8:cb:b8:f9:8d:d0,-65),(c8:cb:b8:f9:8d:d3,-66),(c8:cb:b8:f9:8d:d2,-68),(c8:cb:b8:f9:8d:d4,-68),(c8:cb:b8:f9:8d:d1,-69),(00:03:52:e5:44:46,-65),(00:03:52:2b:84:01,-59),(c8:cb:b8:f9:8d:d5,-71),(00:03:52:2b:84:02,-56),(00:03:52:2b:84:06,-57),(00:03:52:e5:44:42,-65),(00:03:52:e5:44:41,-66),(00:03:52:2b:84:05,-57),(00:03:52:e5:44:49,-67),(00:03:52:e5:44:48,-64),(00:03:52:2b:89:c9,-66),(00:03:52:e3:85:51,-64),(00:03:52:2b:89:c1,-70),(00:03:52:2b:89:c5,-66),(00:03:52:2b:89:c8,-67),(00:03:52:2b:89:c6,-66),(00:03:52:2b:89:c2,-68),(00:03:52:29:ca:d8,-74),(d8:9d:67:91:d0:f5,-51),(00:03:52:e5:44:45,-65),(d8:9d:67:91:d0:f4,-52),(00:03:52:2b:84:08,-55),(00:03:52:e3:85:52,-60),(00:3a:9a:51:ab:5d,-74),(00:03:52:29:ca:d6,-72),(d8:9d:67:91:d0:f7,-50),(d8:9d:67:91:d0:f6,-52),(c8:cb:b8:f9:8d:d6,-64),(00:03:52:e3:85:56,-62),(00:03:52:e3:85:58,-62),(2c:30:33:1d:9d:cc,-74),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-70),(00:03:52:29:ca:d2,-71),(00:03:52:29:ca:d9,-69),(00:03:52:e3:85:55,-64),(00:3a:9a:51:ab:58,-73),(2c:30:33:1d:7a:f0,-70),(00:03:52:e3:85:59,-61),(00:3a:9a:51:ab:5c,-74),(00:3a:9a:51:ab:59,-74),

36.000004	5.4
W (c8:cb:b8:f9:8d:c5,-53),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-41),(88:51:fb:8a:bc:47,-38),(88:51:fb:8a:bc:45,-39),(88:51:fb:8a:bc:42,-41),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-53),(88:51:fb:8a:bc:43,-38),(88:51:fb:8a:bc:46,-38),(88:51:fb:8a:bc:41,-38),(88:51:fb:8a:bc:44,-38),(88:51:fb:8a:bc:55,-36),(88:51:fb:8a:bc:56,-35),(88:51:fb:8a:bc:57,-53),(88:51:fb:8a:bc:51,-36),(88:51:fb:8a:bc:54,-36),(88:51:fb:8a:bc:52,-36),(88:51:fb:8a:bc:50,-41),(88:51:fb:8a:bc:53,-39),(20:c9:d0:19:33:83,-49),(d8:9d:67:91:d0:f1,-56),(00:23:33:a2:48:b3,-65),(00:23:33:a2:48:b4,-68),(00:23:33:a2:48:b1,-63),(00:23:33:a2:48:b2,-61),(d8:9d:67:91:d0:f0,-49),(d8:9d:67:91:d0:f2,-50),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-54),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-53),(00:03:52:e3:8b:18,-53),(00:03:52:e3:8b:16,-53),(00:23:33:a2:48:bd,-63),(00:23:33:a2:48:bc,-65),(00:23:33:a2:48:b8,-64),(00:23:33:a2:48:b9,-64),(c8:cb:b8:f9:8d:d7,-66),(c8:cb:b8:f9:8d:d0,-65),(c8:cb:b8:f9:8d:d3,-65),(c8:cb:b8:f9:8d:d2,-71),(c8:cb:b8:f9:8d:d4,-67),(c8:cb:b8:f9:8d:d1,-70),(00:03:52:e5:44:46,-66),(00:03:52:2b:84:01,-59),(c8:cb:b8:f9:8d:d5,-71),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-57),(00:03:52:e5:44:42,-66),(00:03:52:e5:44:41,-66),(00:03:52:2b:84:05,-58),(00:03:52:e5:44:49,-66),(00:03:52:e5:44:48,-65),(00:03:52:2b:89:c9,-67),(00:03:52:e3:85:51,-64),(00:03:52:2b:89:c1,-66),(00:03:52:2b:89:c5,-68),(00:03:52:2b:89:c8,-65),(00:03:52:2b:89:c6,-65),(00:03:52:2b:89:c2,-65),(00:03:52:29:ca:d8,-70),(d8:9d:67:91:d0:f5,-51),(00:03:52:e5:44:45,-65),(d8:9d:67:91:d0:f4,-52),(00:03:52:2b:84:08,-58),(00:03:52:e3:85:52,-60),(00:3a:9a:51:ab:5d,-74),(00:03:52:29:ca:d6,-64),(d8:9d:67:91:d0:f7,-50),(d8:9d:67:91:d0:f6,-52),(c8:cb:b8:f9:8d:d6,-63),(00:03:52:e3:85:56,-62),(00:03:52:e3:85:58,-62),(2c:30:33:1d:9d:cc,-74),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-70),(00:03:52:29:ca:d2,-71),(00:03:52:29:ca:d9,-67),(00:03:52:e3:85:55,-64),(00:3a:9a:51:ab:58,-73),(2c:30:33:1d:7a:f0,-70),(00:03:52:e3:85:59,-78),(00:3a:9a:51:ab:5c,-74),(00:3a:9a:51:ab:59,-74),(c0:3f:0e:c4:b2:bc,-69),

W (c8:cb:b8:f9:8d:c5,-53),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-54),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-41),(88:51:fb:8a:bc:47,-38),(88:51:fb:8a:bc:45,-39),(88:51:fb:8a:bc:42,-41),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-53),(88:51:fb:8a:bc:43,-38),(88:51:fb:8a:bc:46,-38),(88:51:fb:8a:bc:41,-38),(88:51:fb:8a:bc:44,-38),(88:51:fb:8a:bc:55,-36),(88:51:fb:8a:bc:56,-35),(88:51:fb:8a:bc:57,-53),(88:51:fb:8a:bc:51,-36),(88:51:fb:8a:bc:54,-36),(88:51:fb:8a:bc:52,-36),(88:51:fb:8a:bc:50,-41),(88:51:fb:8a:bc:53,-39),(20:c9:d0:19:33:83,-49),(d8:9d:67:91:d0:f1,-56),(00:23:33:a2:48:b3,-65),(00:23:33:a2:48:b4,-68),(00:23:33:a2:48:b1,-63),(00:23:33:a2:48:b2,-61),(d8:9d:67:91:d0:f0,-49),(d8:9d:67:91:d0:f2,-50),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-54),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-53),(00:03:52:e3:8b:18,-53),(00:03:52:e3:8b:16,-53),(00:23:33:a2:48:bd,-63),(00:23:33:a2:48:bc,-65),(00:23:33:a2:48:b8,-64),(00:23:33:a2:48:b9,-64),(c8:cb:b8:f9:8d:d7,-66),(c8:cb:b8:f9:8d:d0,-65),(c8:cb:b8:f9:8d:d3,-65),(c8:cb:b8:f9:8d:d2,-71),(c8:cb:b8:f9:8d:d4,-67),(c8:cb:b8:f9:8d:d1,-70),(00:03:52:e5:44:46,-66),(00:03:52:2b:84:01,-59),(c8:cb:b8:f9:8d:d5,-71),(00:03:52:2b:84:02,-59),(00:03:52:2b:84:06,-57),(00:03:52:e5:44:42,-66),(00:03:52:e5:44:41,-66),(00:03:52:2b:84:05,-58),(00:03:52:e5:44:49,-66),(00:03:52:e5:44:48,-65),(00:03:52:2b:89:c9,-67),(00:03:52:e3:85:51,-64),(00:03:52:2b:89:c1,-66),(00:03:52:2b:89:c5,-68),(00:03:52:2b:89:c8,-65),(00:03:52:2b:89:c6,-65),(00:03:52:2b:89:c2,-65),(00:03:52:29:ca:d8,-70),(d8:9d:67:91:d0:f5,-51),(00:03:52:e5:44:45,-65),(d8:9d:67:91:d0:f4,-52),(00:03:52:2b:84:08,-58),(00:03:52:e3:85:52,-60),(00:3a:9a:51:ab:5d,-74),(00:03:52:29:ca:d6,-64),(d8:9d:67:91:d0:f7,-50),(d8:9d:67:91:d0:f6,-52),(c8:cb:b8:f9:8d:d6,-63),(00:03:52:e3:85:56,-62),(00:03:52:e3:85:58,-62),(2c:30:33:1d:9d:cc,-74),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-70),(00:03:52:29:ca:d2,-71),(00:03:52:29:ca:d9,-67),(00:03:52:e3:85:55,-64),(00:3a:9a:51:ab:58,-73),(2c:30:33:1d:7a:f0,-70),(00:03:52:e3:85:59,-78),(00:3a:9a:51:ab:5c,-74),(00:3a:9a:51:ab:59,-74),(c0:3f:0e:c4:b2:bc,-69),

W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-53),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-54),(88:51:fb:8a:bc:40,-45),(88:51:fb:8a:bc:47,-44),(88:51:fb:8a:bc:45,-44),(88:51:fb:8a:bc:42,-45),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-43),(88:51:fb:8a:bc:46,-44),(88:51:fb:8a:bc:41,-44),(88:51:fb:8a:bc:44,-44),(88:51:fb:8a:bc:55,-40),(88:51:fb:8a:bc:56,-51),(88:51:fb:8a:bc:57,-42),(88:51:fb:8a:bc:51,-39),(88:51:fb:8a:bc:54,-39),(88:51:fb:8a:bc:52,-39),(88:51:fb:8a:bc:50,-39),(88:51:fb:8a:bc:53,-39),(20:c9:d0:19:33:83,-54),(d8:9d:67:91:d0:f1,-52),(00:23:33:a2:48:b3,-65),(00:23:33:a2:48:b4,-68),(00:23:33:a2:48:b1,-63),(00:23:33:a2:48:b2,-61),(d8:9d:67:91:d0:f0,-49),(d8:9d:67:91:d0:f2,-54),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-54),(d8:9d:67:91:d0:f3,-52),(00:03:52:e3:8b:12,-53),(00:03:52:e3:8b:18,-53),(00:03:52:e3:8b:16,-53),(00:23:33:a2:48:bd,-60),(00:23:33:a2:48:bc,-61),(00:23:33:a2:48:b8,-60),(00:23:33:a2:48:b9,-60),(c8:cb:b8:f9:8d:d7,-62),(c8:cb:b8:f9:8d:d0,-68),(c8:cb:b8:f9:8d:d3,-63),(c8:cb:b8:f9:8d:d2,-71),(c8:cb:b8:f9:8d:d4,-63),(c8:cb:b8:f9:8d:d1,-63),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-58),(c8:cb:b8:f9:8d:d5,-62),(00:03:52:2b:84:02,-56),(00:03:52:2b:84:06,-56),(00:03:52:e5:44:42,-71),(00:03:52:e5:44:41,-66),(00:03:52:2b:84:05,-58),(00:03:52:e5:44:49,-70),(00:03:52:e5:44:48,-70),(00:03:52:2b:89:c9,-64),(00:03:52:e3:85:51,-64),(00:03:52:2b:89:c1,-69),(00:03:52:2b:89:c5,-71),(00:03:52:2b:89:c8,-67),(00:03:52:2b:89:c6,-75),(00:03:52:2b:89:c2,-73),(00:03:52:29:ca:d8,-70),(d8:9d:67:91:d0:f5,-51),(00:03:52:e5:44:45,-66),(d8:9d:67:91:d0:f4,-49),(00:03:52:2b:84:08,-56),(00:03:52:e3:85:52,-60),(00:3a:9a:51:ab:5d,-74),(00:03:52:29:ca:d6,-64),(d8:9d:67:91:d0:f7,-51),(d8:9d:67:91:d0:f6,-52),(c8:cb:b8:f9:8d:d6,-68),(00:03:52:e3:85:56,-62),(00:03:52:e3:85:58,-62),(2c:30:33:1d:9d:cc,-74),(00:03:52:29:ca:d5,-66),(00:03:52:29:ca:d1,-70),(00:03:52:29:ca:d2,-71),(00:03:52:29:ca:d9,-67),(00:03:52:e3:85:55,-73),(00:3a:9a:51:ab:58,-73),(2c:30:33:1d:7a:f0,-70),(00:03:52:e3:85:59,-78),(00:3a:9a:51:ab:5c,-78),(00:3a:9a:51:ab:59,-74),(c0:3f:0e:c4:b2:bc,-69),

W (c8:cb:b8:f9:8d:c5,-54),(c8:cb:b8:f9:8d:c7,-54),(c8:cb:b8:f9:8d:c2,-53),(c8:cb:b8:f9:8d:c0,-53),(88:51:fb:8a:bc:40,-45),(88:51:fb:8a:bc:47,-45),(88:51:fb:8a:bc:45,-44),(88:51:fb:8a:bc:42,-45),(c8:cb:b8:f9:8d:c3,-53),(c8:cb:b8:f9:8d:c6,-54),(c8:cb:b8:f9:8d:c4,-53),(c8:cb:b8:f9:8d:c1,-54),(88:51:fb:8a:bc:43,-45),(88:51:fb:8a:bc:46,-45),(88:51:fb:8a:bc:41,-44),(88:51:fb:8a:bc:44,-44),(88:51:fb:8a:bc:55,-42),(88:51:fb:8a:bc:56,-42),(88:51:fb:8a:bc:57,-42),(88:51:fb:8a:bc:51,-49),(88:51:fb:8a:bc:54,-40),(88:51:fb:8a:bc:52,-49),(88:51:fb:8a:bc:50,-39),(88:51:fb:8a:bc:53,-49),(20:c9:d0:19:33:83,-55),(d8:9d:67:91:d0:f1,-52),(00:23:33:a2:48:b3,-72),(00:23:33:a2:48:b4,-75),(00:23:33:a2:48:b1,-75),(00:23:33:a2:48:b2,-67),(d8:9d:67:91:d0:f0,-52),(d8:9d:67:91:d0:f2,-50),(00:03:52:e3:8b:15,-54),(00:03:52:e3:8b:11,-54),(d8:9d:67:91:d0:f3,-50),(00:03:52:e3:8b:12,-54),(00:03:52:e3:8b:18,-54),(00:03:52:e3:8b:16,-53),(00:23:33:a2:48:bd,-60),(00:23:33:a2:48:bc,-60),(00:23:33:a2:48:b8,-59),(00:23:33:a2:48:b9,-59),(c8:cb:b8:f9:8d:d7,-62),(c8:cb:b8:f9:8d:d0,-63),(c8:cb:b8:f9:8d:d3,-64),(c8:cb:b8:f9:8d:d2,-64),(c8:cb:b8:f9:8d:d4,-62),(c8:cb:b8:f9:8d:d1,-64),(00:03:52:e5:44:46,-72),(00:03:52:2b:84:01,-56),(c8:cb:b8:f9:8d:d5,-69),(00:03:52:2b:84:02,-56),(00:03:52:2b:84:06,-56),(00:03:52:e5:44:42,-71),(00:03:52:e5:44:41,-72),(00:03:52:2b:84:05,-57),(00:03:52:e5:44:49,-70),(00:03:52:e5:44:48,-70),(00:03:52:2b:89:c9,-75),(00:03:52:2b:89:c1,-76),(00:03:52:2b:89:c5,-73),(00:03:52:2b:89:c8,-76),(00:03:52:2b:89:c6,-79),(00:03:52:2b:89:c2,-75),(00:03:52:e5:44:45,-71),(d8:9d:67:91:d0:f4,-49),(00:03:52:2b:84:08,-57),(00:3a:9a:51:ab:5d,-78),(d8:9d:67:91:d0:f7,-51),(d8:9d:67:91:d0:f6,-49),(c8:cb:b8:f9:8d:d6,-67),(00:03:52:e3:85:55,-73),(00:3a:9a:51:ab:58,-78),(00:3a:9a:51:ab:5c,-77),(00:23:33:a2:48:b7,-70),(20:4c:9e:ea:10:16,-78),(00:23:33:a2:48:b6,-73),(20:4c:9e:ea:10:19,-78),(c8:cb:b8:ec:1b:51,-82),

35.400005	5.4
