35.400005	4.8
M 1489426236839918072,48.298645,37.61902,40.438843
M 1489426236865247662,48.719788,37.919617,40.559387
M 1489426236881574566,48.89984,38.398743,42.478943
M 1489426236898298199,48.599243,38.339233,42.23938
M 1489426236914808209,49.139404,38.09967,43.559265
M 1489426236939954693,49.378967,38.15918,44.459534
M 1489426236965223248,49.438477,37.5,44.27948
M 1489426236981946880,49.079895,37.61902,43.199158
M 1489426236998792584,49.139404,37.61902,43.499756
M 1489426237015577252,49.079895,37.61902,43.79883
M 1489426237032361920,49.25995,37.438965,43.79883
M 1489426237049146587,49.319458,37.379456,44.099426
M 1489426237066022808,49.438477,37.61902,43.97888
M 1489426237082776959,49.319458,37.55951,43.73932
M 1489426237099439556,49.319458,37.5,43.79883
M 1489426237116315777,49.25995,37.438965,43.859863
M 1489426237133100445,49.378967,37.5,43.67981
M 1489426237149763043,49.61853,37.379456,43.79883
M 1489426237166761334,49.49951,37.438965,43.73932
M 1489426237183423931,49.49951,37.438965,43.559265
M 1489426237200178082,49.319458,37.379456,43.43872
M 1489426237216932232,49.55902,37.438965,43.73932
M 1489426237233747418,49.55902,37.85858,43.79883
M 1489426237250715191,49.49951,37.979126,43.73932
M 1489426237267347271,49.61853,37.979126,44.099426
M 1489426237284070904,49.49951,38.09967,43.919373
M 1489426237300916607,49.49951,38.279724,43.79883
M 1489426237317731793,49.61853,38.339233,43.73932
M 1489426237334485943,49.61853,38.279724,43.919373
M 1489426237351240093,49.55902,38.459778,43.919373
M 1489426237368085796,49.91913,38.339233,43.79883
M 1489426237384778912,50.039673,38.519287,43.97888
M 1489426237401594097,49.739075,38.578796,43.859863
M 1489426237418439800,49.798584,38.459778,43.73932
M 1489426237435163433,49.679565,38.21869,43.859863
M 1489426237451917584,49.55902,38.279724,43.79883
M 1489426237468763287,49.319458,38.279724,43.499756
M 1489426237485761578,49.01886,38.279724,43.559265
M 1489426237502363140,48.658752,38.519287,43.67981
M 1489426237519086773,48.89984,38.519287,43.67981
M 1489426237535840923,48.89984,38.459778,43.79883
M 1489426237552747662,48.95935,38.339233,43.73932
M 1489426237569410259,49.25995,38.578796,43.73932
M 1489426237586194927,49.438477,38.519287,43.618774
M 1489426237603071148,49.49951,38.519287,43.43872
M 1489426237619764263,49.61853,38.63983,43.499756
M 1489426237636671002,49.378967,38.519287,43.67981
M 1489426237653364117,49.319458,38.69934,43.73932
M 1489426237670179302,49.49951,38.99994,43.67981
M 1489426237686933453,49.438477,39.118958,43.919373
M 1489426237703748638,49.25995,38.819885,43.919373
M 1489426237720563824,49.079895,38.69934,44.039917
M 1489426237737348492,49.139404,38.69934,44.21997
M 1489426237754072125,49.139404,38.339233,44.099426
M 1489426237770795757,49.438477,38.279724,43.859863
M 1489426237787733013,49.01886,38.279724,43.79883
M 1489426237804456646,49.01886,38.21869,43.97888
M 1489426237821210796,49.01886,38.09967,44.158936
M 1489426237837995464,48.95935,38.339233,44.21997
M 1489426237854780132,48.838806,38.339233,44.21997
M 1489426237871564800,49.079895,38.279724,44.039917
M 1489426237888379986,49.139404,38.339233,43.67981
M 1489426237905225689,48.838806,38.339233,43.67981
M 1489426237921888287,49.01886,38.21869,43.499756
M 1489426237938733990,48.89984,38.279724,43.559265
M 1489426237955518658,48.95935,38.69934,43.559265
M 1489426237972364361,49.139404,38.63983,43.67981
M 1489426237989057476,49.139404,38.69934,43.559265
M 1489426238005811627,48.95935,38.69934,43.67981
M 1489426238022779400,49.01886,38.879395,43.67981
M 1489426238039441998,49.25995,39.05945,43.37921
M 1489426238056165630,49.079895,39.179993,43.43872
M 1489426238072950298,49.198914,39.179993,43.319702
M 1489426238089796002,49.139404,39.118958,43.37921
M 1489426238106733257,49.01886,39.419556,43.319702
M 1489426238123334820,49.01886,39.479065,43.499756
M 1489426238140180523,49.079895,39.479065,43.559265
M 1489426238156904156,49.01886,39.179993,43.79883
M 1489426238173658306,49.139404,38.938904,43.919373
M 1489426238190473492,49.378967,38.99994,43.618774
M 1489426238207319195,49.198914,38.99994,43.67981
M 1489426238224012310,48.89984,38.938904,43.73932
M 1489426238240796978,48.838806,38.75885,43.73932
M 1489426238257642681,49.079895,38.75885,43.859863
M 1489426238274427349,49.079895,38.578796,43.859863
M 1489426238291212017,49.139404,38.63983,43.919373
M 1489426238307935650,49.139404,38.578796,43.73932
M 1489426238324842388,49.198914,38.339233,43.859863
M 1489426238341535504,49.25995,38.339233,43.67981
M 1489426238358381207,49.438477,38.21869,43.37921
M 1489426238375196392,49.438477,38.21869,43.37921
M 1489426238391950543,49.319458,38.339233,43.43872
M 1489426238408704693,49.438477,38.63983,43.559265
M 1489426238425458843,49.319458,38.819885,43.37921
M 1489426238442274029,49.01886,38.63983,43.37921
M 1489426238458997662,49.139404,38.75885,43.319702
M 1489426238475782330,49.079895,38.578796,43.319702
M 1489426238492750103,49.198914,38.459778,43.199158
M 1489426238509443218,49.25995,38.459778,43.37921
M 1489426238526166851,49.198914,38.63983,43.258667
M 1489426238542951519,49.079895,38.69934,43.258667
M 1489426238559766705,49.079895,38.99994,43.43872
M 1489426238576581890,49.198914,38.819885,43.618774
M 1489426238593305523,48.95935,38.819885,43.618774
M 1489426238610090191,49.139404,38.879395,43.499756
M 1489426238626966412,48.95935,39.05945,43.67981
M 1489426238643690045,48.838806,39.05945,43.559265
M 1489426238660505230,48.89984,38.938904,43.67981
M 1489426238677442486,48.779297,38.879395,43.859863
M 1489426238694044048,49.01886,38.69934,43.97888
M 1489426238710767681,49.01886,39.179993,43.97888
M 1489426238727613384,49.01886,39.05945,43.97888
M 1489426238744733746,48.89984,38.938904,44.158936
M 1489426238761182720,48.89984,38.69934,44.039917
M 1489426238777936871,48.89984,38.69934,43.79883
M 1489426238794813091,48.779297,38.63983,43.559265
M 1489426238811567242,48.719788,38.398743,43.37921
M 1489426238828351910,48.539734,38.519287,43.319702
M 1489426238845075543,48.539734,38.398743,43.319702
M 1489426238861890728,48.599243,38.459778,43.559265
