17.400005	5.4
M 1489425080074551348,40.499878,37.438965,45.239258
M 1489425080099301104,40.379333,37.5,44.459534
M 1489425080115780597,40.379333,37.01935,42.959595
M 1489425080132351641,40.73944,36.71875,43.559265
M 1489425080149105792,40.73944,36.779785,42.83905
M 1489425080174740557,40.859985,36.71875,42.718506
M 1489425080199459796,40.79895,36.71875,43.618774
M 1489425080216244464,40.73944,36.95984,43.919373
M 1489425080233120684,40.979004,37.01935,43.919373
M 1489425080249813800,41.159058,37.139893,44.158936
M 1489425080266598468,41.279602,37.319946,44.3985
M 1489425080283474688,41.09955,37.55951,44.578552
M 1489425080300198321,41.33911,37.739563,44.758606
M 1489425080316952472,41.63971,37.85858,44.87915
M 1489425080333767657,41.819763,38.279724,44.81964
M 1489425080350552325,41.999817,38.398743,44.81964
M 1489425080367398028,42.059326,38.63983,44.87915
M 1489425080384091143,42.17987,38.75885,44.758606
M 1489425080400936847,42.29889,38.69934,44.87915
M 1489425080417752032,42.718506,38.63983,44.999695
M 1489425080434445147,42.718506,38.519287,45.17975
M 1489425080451260333,42.658997,38.69934,45.059204
M 1489425080468045001,42.718506,38.63983,45.17975
M 1489425080484829669,42.83905,38.938904,45.17975
M 1489425080501553302,42.959595,39.05945,45.41931
M 1489425080518368487,42.959595,39.179993,45.71991
M 1489425080535183673,43.258667,39.479065,45.959473
M 1489425080551937823,43.019104,39.839172,45.83893
M 1489425080568661456,43.019104,40.019226,45.658875
M 1489425080585537677,43.199158,40.19928,45.77942
M 1489425080602352862,43.319702,40.559387,45.539856
M 1489425080619076495,43.078613,40.73944,45.539856
M 1489425080635861163,42.718506,40.79895,45.41931
M 1489425080652706866,42.658997,40.979004,45.298767
M 1489425080669461016,42.478943,41.09955,45.47882
M 1489425080686245684,42.658997,41.279602,45.83893
M 1489425080703182940,42.658997,41.39862,45.959473
M 1489425080719815020,42.29889,41.33911,45.959473
M 1489425080736569171,42.118835,41.038513,45.83893
M 1489425080753323321,42.23938,40.73944,45.539856
M 1489425080770260577,42.359924,40.67993,45.539856
M 1489425080786953692,42.17987,40.618896,45.599365
M 1489425080803677325,42.059326,40.618896,45.539856
M 1489425080820461993,42.059326,40.618896,45.298767
M 1489425080837460284,42.059326,40.67993,45.41931
M 1489425080854061847,42.17987,40.559387,45.539856
M 1489425080870815997,41.93878,40.559387,45.658875
M 1489425080887631182,41.93878,40.73944,45.77942
M 1489425080904415850,41.999817,40.79895,45.71991
M 1489425080921200518,42.118835,40.79895,45.359802
M 1489425080938015704,41.999817,40.919495,45.059204
M 1489425080954800372,41.93878,40.859985,45.239258
M 1489425080971585040,42.118835,41.09955,45.239258
M 1489425080988308673,42.419434,41.33911,45.47882
M 1489425081005215411,42.539978,41.279602,45.539856
M 1489425081021939044,42.539978,40.979004,45.539856
M 1489425081038662677,42.599487,40.859985,45.47882
M 1489425081055447345,42.658997,40.618896,45.539856
M 1489425081072445636,42.718506,40.438843,45.77942
M 1489425081089016681,42.478943,40.499878,45.77942
M 1489425081105862384,42.539978,40.499878,45.83893
M 1489425081122647052,42.718506,40.559387,45.77942
