35.400005	5.4
M 1489426878752596079,46.018982,27.418518,44.33899
M 1489426878777345835,46.31958,27.119446,44.33899
M 1489426878794161021,46.258545,26.638794,44.27948
M 1489426878810884653,46.37909,26.759338,44.099426
M 1489426878827699839,47.158813,26.45874,43.859863
M 1489426878853365122,47.158813,26.098633,43.97888
M 1489426878878053843,47.639465,26.278687,43.97888
M 1489426878894838511,46.97876,26.818848,44.158936
M 1489426878911775767,47.21985,26.879883,44.099426
M 1489426878928438364,47.51892,27.23999,44.33899
M 1489426878945161997,47.938538,27.479553,44.459534
M 1489426878962068736,48.4787,27.778625,44.87915
M 1489426878978792368,48.779297,27.95868,45.059204
M 1489426878995577036,49.079895,28.379822,45.17975
M 1489426879012361704,49.319458,28.49884,45.298767
M 1489426879029146372,49.798584,28.49884,45.359802
M 1489426879045931040,49.978638,28.73993,45.599365
M 1489426879062685191,49.91913,28.73993,45.599365
M 1489426879079439341,50.099182,29.039001,46.018982
M 1489426879096254527,50.219727,29.159546,45.77942
M 1489426879113008677,50.039673,29.399109,45.77942
M 1489426879129823862,49.91913,29.699707,45.658875
M 1489426879146639048,50.15869,29.759216,45.658875
M 1489426879163393198,50.099182,30.119324,45.599365
M 1489426879180177866,50.15869,30.119324,45.539856
M 1489426879196962534,50.279236,30.299377,45.71991
M 1489426879213838755,50.15869,30.419922,45.359802
M 1489426879230562388,50.219727,30.718994,45.658875
M 1489426879247255503,50.39978,30.899048,46.018982
M 1489426879264131724,50.639343,30.718994,46.199036
M 1489426879280885874,50.759888,31.13861,46.139526
M 1489426879297670542,50.698853,31.13861,46.258545
M 1489426879314455210,50.759888,31.439209,46.31958
M 1489426879331270396,50.698853,31.498718,46.258545
M 1489426879348055064,50.819397,31.498718,46.37909
M 1489426879364778696,50.759888,31.559753,46.31958
M 1489426879381654917,50.698853,31.619263,46.258545
M 1489426879398439585,50.45929,31.678772,46.139526
M 1489426879415163218,50.219727,31.3797,46.139526
M 1489426879431917368,50.279236,31.439209,46.139526
