0.0,5.4,48.542892,46.958733,57.122974
0.0,6.0,48.11007,48.908485,53.788616
0.6,6.0,41.311104,45.901417,54.506573
0.6,5.4,46.16938,42.397156,56.217945
1.2,5.4,44.030945,42.055702,57.738308
1.2,6.0,43.621704,41.06991,56.287487
1.8,6.0,45.63302,41.645943,57.897324
1.8,5.4,44.872726,42.124153,59.149536
2.4,5.4,45.65255,43.691853,59.128822
2.4,6.0,47.656696,43.023285,57.702457
3.0,6.0,50.48465,45.44152,57.349133
3.0,5.4,46.842747,47.14172,58.40624
3.6,5.4,49.48932,46.41061,57.008854
3.6,6.0,49.11284,47.12358,55.417427
4.2,6.0,51.48583,46.51765,52.379723
4.2,5.4,50.37128,44.470997,53.555492
4.8,5.4,49.87473,44.552876,51.8119
4.8,6.0,48.167423,47.64036,50.777542
5.4,6.0,49.583065,41.360706,50.921886
5.4,5.4,51.608547,41.15397,50.941505
6.0,5.4,49.86342,42.55808,50.36734
6.0,6.0,50.39961,42.86387,51.892323
6.6,6.0,50.730583,43.059,52.864132
6.6,5.4,49.7735,43.989864,50.66056
7.2,5.4,48.830887,45.007618,49.69982
7.2,6.0,48.221615,43.427094,53.990578
7.8,6.0,48.90133,40.35545,51.187424
7.8,5.4,47.950176,44.137924,48.556965
8.4,5.4,47.421444,44.894432,48.043243
8.4,6.0,47.895687,41.634563,49.077274
9.0,6.0,47.348236,43.132263,47.52679
9.0,5.4,45.745865,44.017273,47.835033
9.6,5.4,43.64059,44.33577,49.298508
9.6,6.0,43.41944,44.195343,47.592365
10.2,6.0,42.032333,41.479195,49.249638
10.2,5.4,44.023968,41.110657,49.64089
10.8,5.4,44.49822,41.790478,50.843616
10.8,6.0,42.9767,41.431747,50.87789
11.4,6.0,46.016094,40.637375,52.701935
11.4,5.4,43.30425,43.790527,52.0087
12.0,5.4,46.17035,49.783375,53.836166
12.0,6.0,47.01355,42.027435,53.091476
12.6,6.0,49.589294,41.311943,53.64962
12.6,5.4,49.94789,44.689392,54.908524
13.2,5.4,46.958214,43.72506,54.168324
13.2,6.0,47.820477,43.6517,53.05981
13.8,6.0,48.949394,46.3404,51.186382
13.8,5.4,47.14261,43.79923,52.45211
14.4,5.4,48.09002,45.324955,50.3275
14.4,6.0,44.405975,49.67781,48.42286
15.0,6.0,42.318604,39.730663,48.08555
15.0,5.4,47.69758,41.310226,47.61128
15.6,5.4,47.182823,39.330215,46.30557
15.6,6.0,43.662777,33.882393,46.32401
16.2,6.0,39.542667,29.242418,47.78012
16.2,5.4,49.072643,29.055508,46.270138
16.8,5.4,42.64802,27.484734,46.882164
16.8,6.0,39.21497,5.0594506,52.733334
27.6,6.0,51.862442,34.31293,53.8911
27.6,5.4,47.71531,36.654736,49.00174
28.2,5.4,49.59039,35.99494,47.368595
28.2,6.0,50.539024,33.44145,48.07846
28.8,6.0,50.744656,37.506775,46.6139
28.8,5.4,48.585564,36.5113,46.199974
29.4,5.4,49.2661,44.076763,47.863525
29.4,6.0,51.469837,44.997837,48.488766
30.0,6.0,47.001587,42.51627,49.92854
30.0,5.4,51.38668,40.535492,48.126842
30.6,5.4,49.107018,40.689846,47.880165
30.6,6.0,48.421455,39.69738,48.873913
31.2,6.0,51.305565,37.35828,48.485397
31.2,5.4,46.321236,39.567673,46.709923
31.8,5.4,47.035812,42.105465,47.953186
31.8,6.0,50.447662,42.9711,49.671993
32.4,6.0,49.185276,43.745,51.68824
32.4,5.4,48.266785,42.222084,48.740368
33.0,5.4,45.924797,41.35928,48.181633
33.0,6.0,46.124496,42.66149,51.87097
33.6,6.0,38.944397,42.191917,48.13901
33.6,5.4,43.53817,41.803673,47.462353
34.2,5.4,43.0703,39.76573,45.384212
34.2,6.0,31.999784,31.78256,43.028297
34.8,6.0,46.623898,28.48645,39.712513
34.8,5.4,45.176228,35.687416,42.674664
35.4,5.4,47.345963,37.88365,45.28078
35.4,6.0,49.772926,32.430355,43.55703
35.4,6.6,55.658283,36.444798,40.307747
35.4,7.2,49.02308,44.316883,43.577065
35.4,7.8,45.538445,43.683277,46.979485
35.4,8.4,43.61255,43.026947,52.228973
35.4,9.0,45.81786,37.356457,54.15769
35.4,9.6,51.28467,37.377296,54.62291
35.4,10.2,52.67228,41.15229,53.997265
35.4,10.8,49.985435,39.11385,52.80148
35.4,11.4,53.834377,37.03112,53.809483
35.4,12.0,54.143463,36.44705,54.42205
35.4,12.6,55.450912,33.952705,54.81283
35.4,13.2,58.465027,34.62429,56.50467
35.4,13.8,62.719624,40.253567,54.839607
35.4,14.4,51.881577,50.354378,53.92846
35.4,15.0,43.944065,46.981457,55.421494
35.4,15.6,47.669876,43.369656,57.881023
35.4,16.2,47.53839,44.55477,58.94407
35.4,16.8,47.35143,47.01008,60.432663
35.4,17.4,47.65661,43.798573,61.66236
35.4,18.0,48.96115,45.65519,64.22736
35.4,18.6,45.53925,44.44622,59.673107
35.4,19.2,44.782345,42.682552,56.346416
35.4,19.8,45.02923,39.06924,52.88275
35.4,20.4,42.08074,39.991505,51.14132
35.4,21.0,43.598045,38.326458,49.294876
35.4,21.6,43.178226,43.13238,47.731407
35.4,22.2,43.38204,41.335182,45.967087
35.4,22.8,46.329388,40.150024,45.21519
35.4,23.4,48.09022,39.600864,43.97889
35.4,24.0,46.7978,42.34378,42.656193
35.4,24.6,44.67016,43.43921,44.362778
35.4,25.2,47.208374,47.160763,48.600883
35.4,25.8,47.262527,54.191067,47.988926
35.4,26.4,43.98186,54.168186,45.265717
35.4,27.0,48.2986,45.647022,46.270233
35.4,27.6,50.71734,40.093243,49.87271
35.4,28.2,49.66758,41.44789,52.170868
35.4,28.8,47.720673,40.25562,47.871002
35.4,29.4,46.285908,37.886368,44.565907
36.0,5.4,46.645622,39.65929,47.695496
36.0,6.0,47.93355,36.618465,47.342762
36.0,6.6,47.904934,36.924145,50.083096
36.0,7.2,45.32238,41.046925,49.9755
36.0,7.8,45.633354,44.029224,49.734493
36.0,8.4,45.185333,42.433964,49.965916
36.0,9.0,47.221695,41.60732,51.304512
36.0,9.6,48.29596,41.717476,51.19812
36.0,10.2,51.359764,41.72294,51.56594
36.0,10.8,51.004395,40.71374,50.312702
36.0,11.4,53.060604,38.99054,51.45806
36.0,12.0,53.3341,36.957836,52.331375
36.0,12.6,54.435936,33.90783,53.421257
36.0,13.2,56.126747,37.200787,56.830276
36.0,13.8,53.12556,39.990883,59.61156
36.0,14.4,48.75541,44.290623,57.69757
36.0,15.0,47.45598,44.741352,56.92135
36.0,15.6,46.15204,40.29586,55.3441
36.0,16.2,41.986027,42.722683,57.42698
36.0,16.8,42.404007,47.3755,56.795647
36.0,17.4,45.26977,47.01606,56.608685
36.0,18.0,45.55632,43.666195,55.704006
36.0,18.6,45.798492,43.49255,54.566784
36.0,19.2,44.660248,40.53863,52.25344
36.0,19.8,44.089863,40.053658,51.93691
36.0,20.4,42.74819,36.486847,51.60597
36.0,21.0,37.340572,39.852634,51.843273
36.0,21.6,40.054813,44.93515,49.029842
36.0,22.2,44.56261,44.63979,47.071934
36.0,22.8,46.703403,42.892372,45.29176
36.0,23.4,44.97583,43.118507,43.540142
36.0,24.0,45.096058,42.350574,43.41874
36.0,24.6,44.28084,44.40822,47.017662
36.0,25.2,40.478992,45.99655,50.797997
36.0,25.8,39.09758,57.303974,51.798428
