36.0,26.4,43.68091,55.58476,45.619934
36.0,27.0,51.817318,50.21576,40.497078
36.0,27.6,50.66013,38.450962,43.741467
36.0,28.2,44.36739,38.923668,45.412212
36.0,28.8,44.791283,40.749,43.713108
36.0,29.4,45.27837,37.33248,41.570457
17.4,5.4,42.14904,41.8168,45.68767
17.4,6.0,60.696156,44.459396,47.272743
18.0,6.0,45.70187,51.38419,48.103413
18.0,5.4,44.055466,56.64512,51.67797
18.6,5.4,44.24957,54.712284,53.53412
18.6,6.0,49.91872,68.97733,49.462505
19.2,6.0,38.617176,65.65744,46.380474
19.2,5.4,40.55442,64.01299,50.71243
19.8,4.8,60.642776,53.547413,51.243107
19.8,5.4,47.660084,56.99842,45.05673
19.8,6.0,39.040604,55.500492,44.81285
19.8,6.6,33.526226,40.267155,37.351944
19.8,7.2,54.20729,42.997433,43.497425
19.8,7.8,66.48186,36.048294,49.11444
20.4,7.8,48.040974,39.946507,53.4203
20.4,7.2,48.694263,48.936623,48.979015
20.4,6.6,44.28162,47.440792,46.255905
20.4,6.0,44.70996,48.958458,45.36842
20.4,5.4,48.491566,51.697536,45.381138
20.4,4.8,52.015385,55.69872,49.26531
21.0,4.8,50.611015,56.87741,52.350945
21.0,5.4,47.778194,46.663036,48.005966
21.0,6.0,42.505444,45.392883,45.35843
21.0,6.6,43.49622,47.045273,46.16724
21.0,7.2,44.07708,52.989784,48.50507
21.6,7.2,35.5472,53.046482,49.34854
21.6,6.6,42.13977,46.30607,48.13159
21.6,6.0,42.05459,44.39699,48.832325
21.6,5.4,46.73669,39.628464,51.674892
21.6,4.8,48.73228,40.29808,60.21574
22.2,4.8,47.044567,42.27591,60.236816
22.2,5.4,44.85827,34.6865,52.303303
22.2,6.0,42.8526,37.922863,49.232704
22.2,6.6,39.677715,41.008656,47.906654
22.2,7.2,34.760326,44.214603,49.21769
22.8,7.8,31.16071,41.092075,52.05486
22.8,8.4,38.190567,34.939404,43.63468
23.4,8.4,35.71557,38.292107,51.790253
23.4,7.8,32.840134,38.375675,50.713955
23.4,7.2,34.605576,34.652557,50.78666
23.4,6.6,40.161804,33.535057,49.353146
23.4,6.0,44.534363,33.694347,48.05143
23.4,5.4,43.423645,35.96351,49.736866
23.4,4.8,40.58546,34.09947,52.46083
24.0,4.8,38.545998,40.622112,46.904755
24.0,5.4,44.104126,38.017174,48.672283
24.0,6.0,46.27992,38.359962,43.695957
24.0,6.6,47.751682,25.1668,33.289852
24.0,7.2,30.590275,30.22807,55.836746
24.0,7.8,27.497894,45.381012,58.590233
24.0,8.4,40.44561,45.042614,60.18993
24.6,5.4,45.673714,35.042084,53.402645
24.6,6.0,46.61596,50.540516,42.472404
25.2,6.0,37.496204,29.66436,54.412685
25.2,5.4,41.461216,32.708855,56.112053
25.8,5.4,49.28142,31.749687,57.898243
25.8,6.0,51.66918,35.347996,55.246426
26.4,6.0,47.135,45.923523,50.955513
26.4,5.4,46.37225,29.465906,57.83893
27.0,5.4,46.283344,32.830025,53.654552
27.0,6.0,40.943237,35.038662,55.59144
