		00:03:52:29:ca:d1	00:03:52:29:ca:d2	00:03:52:2b:84:01	00:03:52:2b:84:02	00:03:52:2b:85:51	00:03:52:2b:85:52	00:03:52:2b:89:c1	00:03:52:2b:89:c2	00:03:52:78:55:01	00:03:52:78:55:02	00:03:52:78:62:c1	00:03:52:78:62:c2	00:03:52:96:ac:51	00:03:52:96:ac:52	00:03:52:96:ba:11	00:03:52:96:ba:12	00:03:52:e3:85:51	00:03:52:e3:85:52	00:03:52:e3:89:c1	00:03:52:e3:89:c2	00:03:52:e3:8b:11	00:03:52:e3:8b:12	00:03:52:e5:44:41	00:03:52:e5:44:42	00:0e:a6:3f:d7:00	00:12:0e:78:58:34	00:18:0a:35:58:14	00:19:a9:40:40:20	00:19:a9:40:40:21	00:19:a9:40:40:22	00:19:a9:40:40:23	00:19:a9:40:40:24	00:19:a9:40:40:25	00:19:a9:40:40:2a	00:19:a9:40:40:2c	00:19:a9:40:40:2d	00:19:a9:40:40:2f	00:21:d8:e0:0a:b0	00:21:d8:e0:0a:b1	00:21:d8:e0:0a:b2	00:21:d8:e0:0a:b3	00:21:d8:e0:0a:b4	00:21:d8:e0:0a:b5	00:21:d8:e0:0a:b6	00:21:d8:e0:0a:c0	00:21:d8:e0:0a:c1	00:21:d8:e0:0a:c2	00:21:d8:e0:0a:c3	00:21:d8:e0:0a:c4	00:21:d8:e0:0a:c5	00:21:d8:e0:0a:c6	00:23:33:a2:48:b0	00:23:33:a2:48:b1	00:23:33:a2:48:b2	00:23:33:a2:48:b3	00:23:33:a2:48:b4	00:23:33:a2:48:b5	00:23:33:a2:48:ba	00:23:33:a2:48:bc	00:23:33:a2:48:bd	00:23:33:a2:48:bf	00:26:f2:14:f0:42	00:3a:99:04:6a:10	00:3a:99:04:6a:11	00:3a:99:04:6a:12	00:3a:99:04:6a:13	00:3a:99:04:6a:14	00:3a:99:04:6a:15	00:3a:9a:4e:81:e0	00:3a:9a:4e:81:e1	00:3a:9a:4e:81:e2	00:3a:9a:4e:81:e3	00:3a:9a:4e:81:e4	00:3a:9a:4e:81:e5	00:3a:9a:51:ab:50	00:3a:9a:51:ab:51	00:3a:9a:51:ab:52	00:3a:9a:51:ab:53	00:3a:9a:51:ab:54	00:3a:9a:51:ab:55	00:3a:9a:51:ab:5a	00:3a:9a:51:ab:5c	00:3a:9a:51:ab:5d	00:3a:9a:51:ab:5f	00:3a:9a:51:b2:b0	00:3a:9a:51:b2:b1	00:3a:9a:51:b2:b2	00:3a:9a:51:b2:b3	00:3a:9a:51:b2:b4	00:3a:9a:51:b2:b5	06:18:0a:35:58:14	16:18:0a:35:58:14	1a:72:b7:27:46:c0	1e:77:1c:44:c4:45	20:4e:7f:5a:e6:68	20:4e:7f:5a:fc:88	20:c9:d0:19:33:83	20:c9:d0:19:33:84	28:c6:8e:19:a6:56	48:f8:b3:84:82:eb	48:f8:b3:84:82:ec	70:56:81:c9:11:eb	74:ea:3a:d6:67:04	88:51:fb:8a:bc:40	88:51:fb:8a:bc:41	88:51:fb:8a:bc:50	88:51:fb:8a:bc:51	8c:2d:aa:52:94:ab	9e:6c:04:9c:49:c5	ae:18:26:2b:1e:95	c0:3f:0e:c4:b2:bc	c0:3f:0e:c4:c8:b2	c8:cb:b8:9e:01:60	c8:cb:b8:9e:01:61	c8:cb:b8:ec:1b:40	c8:cb:b8:ec:1b:41	c8:cb:b8:ec:1b:50	c8:cb:b8:ec:1b:51	c8:cb:b8:f9:8d:c0	c8:cb:b8:f9:8d:c1	c8:cb:b8:f9:8d:d0	c8:cb:b8:f9:8d:d1	d8:30:62:31:7e:27	d8:9d:67:91:d0:f0	d8:9d:67:91:d0:f1	e8:39:35:64:4a:a0	e8:39:35:64:4a:a1
26.4	5.4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-91	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-74	-100	-100	-100	-100	-100	-58	-59	-63	-58	-86	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-83	-83	-86	-87	-100	-74	-100	-100	-91
27	5.4	-100	-100	-86	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-91	-100	-88	-100	-100	-89	-92	-89	-90	-88	-91	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-76	-71	-100	-100	-100	-100	-100	-56	-55	-56	-57	-83	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-83	-83	-88	-86	-100	-70	-100	-100	-91
27.6	5.4	-100	-100	-86	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-91	-100	-88	-100	-100	-90	-89	-90	-90	-90	-90	-83	-100	-82	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-72	-72	-100	-100	-100	-100	-100	-59	-55	-63	-58	-90	-100	-100	-100	-84	-100	-100	-100	-100	-100	-100	-83	-83	-88	-86	-100	-70	-69	-100	-91
28.2	5.4	-100	-100	-86	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-91	-100	-88	-88	-100	-90	-89	-90	-90	-90	-90	-83	-100	-82	-100	-100	-89	-90	-91	-87	-87	-100	-100	-100	-100	-100	-100	-100	-88	-87	-87	-87	-87	-86	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-71	-71	-100	-100	-100	-100	-100	-58	-57	-59	-58	-87	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-83	-83	-87	-87	-100	-74	-69	-90	-91
28.8	5.4	-100	-100	-86	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-90	-100	-100	-88	-100	-90	-92	-90	-90	-90	-90	-82	-100	-82	-100	-100	-89	-89	-91	-87	-88	-88	-100	-100	-100	-100	-100	-100	-88	-87	-87	-87	-87	-86	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-71	-100	-100	-100	-100	-100	-56	-55	-60	-58	-87	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-68	-69	-90	-100
29.4	5.4	-100	-100	-86	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-90	-100	-100	-88	-100	-87	-92	-86	-86	-88	-90	-82	-100	-82	-100	-100	-89	-89	-88	-87	-87	-88	-100	-100	-100	-100	-100	-100	-88	-87	-87	-87	-87	-86	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-68	-100	-100	-100	-100	-100	-51	-51	-54	-55	-90	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-71	-72	-90	-100
30	5.4	-100	-100	-86	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-81	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-87	-90	-100	-87	-91	-87	-87	-92	-86	-86	-88	-90	-79	-79	-79	-79	-100	-89	-89	-88	-87	-87	-88	-100	-100	-100	-100	-100	-100	-82	-87	-87	-87	-87	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-72	-69	-100	-100	-100	-100	-100	-51	-51	-55	-55	-90	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-100	-70	-69	-90	-100
30.6	5.4	-100	-100	-85	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-81	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-88	-100	-87	-91	-87	-88	-89	-86	-86	-88	-90	-79	-79	-79	-79	-100	-89	-89	-88	-87	-87	-88	-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-69	-100	-100	-100	-100	-100	-48	-48	-49	-50	-90	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-88	-87	-100	-68	-69	-100	-100
31.2	5.4	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-82	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-90	-100	-100	-100	-86	-100	-88	-100	-87	-91	-89	-88	-89	-86	-86	-88	-90	-79	-79	-84	-83	-100	-100	-100	-88	-87	-87	-100	-100	-100	-100	-100	-100	-100	-82	-83	-100	-84	-83	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-66	-71	-100	-100	-100	-100	-100	-50	-50	-50	-52	-90	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-88	-87	-100	-66	-69	-100	-100
31.8	5.4	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-81	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-87	-100	-89	-100	-100	-100	-100	-100	-100	-100	-100	-84	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-100	-80	-79	-79	-100	-100	-100	-100	-88	-92	-87	-88	-88	-87	-100	-100	-100	-100	-100	-100	-78	-66	-100	-100	-100	-100	-100	-47	-46	-47	-48	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-66	-100	-100	-100
32.4	5.4	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-82	-81	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-90	-87	-100	-100	-100	-86	-100	-91	-86	-100	-89	-89	-88	-88	-90	-89	-89	-100	-100	-84	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-80	-79	-79	-78	-80	-100	-100	-100	-100	-88	-88	-87	-88	-84	-89	-100	-100	-100	-100	-100	-100	-67	-67	-100	-100	-100	-100	-100	-45	-46	-52	-48	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-63	-68	-100	-100
33	5.4	-100	-100	-84	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-84	-81	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-90	-87	-100	-100	-100	-86	-100	-91	-86	-100	-89	-86	-87	-86	-87	-89	-86	-75	-75	-76	-77	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-81	-80	-79	-78	-80	-100	-100	-100	-100	-88	-88	-87	-88	-84	-89	-100	-100	-100	-100	-100	-100	-71	-63	-100	-100	-100	-100	-100	-41	-42	-54	-55	-92	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-65	-68	-100	-100
33.6	5.4	-100	-100	-84	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-84	-84	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-87	-100	-100	-100	-86	-100	-91	-86	-84	-100	-89	-90	-89	-84	-89	-85	-77	-76	-76	-77	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-79	-80	-79	-78	-78	-100	-100	-100	-100	-87	-87	-88	-88	-87	-87	-100	-100	-100	-100	-100	-100	-71	-61	-100	-100	-100	-100	-100	-42	-44	-78	-80	-92	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-90	-89	-100	-63	-68	-100	-100
34.2	5.4	-100	-100	-87	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-78	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-87	-100	-100	-100	-86	-100	-91	-85	-84	-100	-83	-81	-81	-80	-81	-81	-73	-73	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-79	-80	-79	-78	-78	-100	-87	-86	-86	-86	-88	-88	-88	-87	-87	-100	-100	-100	-100	-100	-100	-67	-53	-100	-100	-100	-100	-100	-43	-43	-53	-54	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-89	-100	-61	-65	-100	-100
34.8	5.4	-100	-100	-87	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-85	-84	-100	-83	-81	-81	-80	-81	-81	-73	-73	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-81	-80	-80	-81	-81	-100	-87	-86	-86	-86	-88	-88	-88	-87	-87	-100	-100	-100	-100	-100	-100	-59	-51	-100	-100	-100	-100	-100	-38	-39	-42	-46	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-89	-100	-62	-65	-100	-100
35.4	5.4	-100	-100	-83	-81	-100	-100	-83	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-74	-74	-100	-100	-100	-100	-100	-88	-89	-90	-100	-100	-100	-80	-80	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-85	-84	-100	-71	-73	-73	-72	-72	-81	-69	-65	-65	-65	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-81	-100	-80	-81	-81	-100	-87	-86	-86	-86	-88	-88	-88	-87	-87	-100	-100	-100	-100	-100	-100	-59	-55	-100	-100	-100	-100	-100	-35	-38	-38	-38	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-89	-100	-59	-65	-100	-100
36	5.4	-86	-86	-78	-79	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-80	-100	-100	-100	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-83	-84	-86	-76	-76	-76	-75	-100	-84	-100	-100	-100	-100	-100	-75	-76	-75	-74	-81	-77	-81	-71	-71	-64	-65	-65	-65	-56	-52	-52	-52	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-76	-85	-87	-82	-82	-100	-84	-100	-85	-90	-88	-100	-100	-87	-100	-100	-100	-64	-66	-100	-100	-100	-100	-100	-42	-39	-41	-42	-85	-100	-100	-100	-71	-100	-100	-100	-100	-100	-92	-83	-83	-100	-83	-100	-58	-56	-100	-100
0.6	6	-72	-71	-67	-67	-100	-100	-73	-76	-100	-100	-100	-100	-100	-100	-100	-100	-71	-100	-100	-100	-67	-66	-76	-68	-100	-100	-100	-79	-100	-79	-100	-100	-100	-68	-68	-65	-65	-100	-100	-81	-100	-100	-100	-80	-71	-71	-75	-79	-77	-71	-72	-72	-73	-72	-74	-73	-73	-65	-66	-66	-67	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-74	-73	-74	-74	-100	-87	-85	-88	-87	-85	-86	-100	-100	-100	-100	-100	-100	-84	-100	-100	-100	-54	-63	-100	-100	-100	-100	-100	-41	-35	-35	-35	-82	-100	-100	-100	-73	-100	-100	-100	-100	-85	-100	-84	-82	-100	-100	-100	-56	-53	-100	-100
1.2	6	-100	-100	-100	-100	-80	-82	-100	-100	-91	-93	-79	-79	-81	-85	-100	-100	-100	-100	-78	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-89	-100	-100	-100	-100	-100	-88	-88	-88	-88	-88	-88	-89	-89	-88	-89	-100	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-85	-100	-100	-82	-100	-100	-85	-90	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-48	-47	-59	-57	-87	-85	-88	-87	-88
1.8	6	-100	-100	-100	-100	-87	-88	-100	-100	-100	-100	-79	-79	-81	-85	-100	-100	-100	-100	-82	-83	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-92	-92	-100	-92	-100	-100	-100	-100	-100	-91	-88	-88	-88	-88	-88	-89	-89	-88	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-89	-100	-100	-100	-85	-100	-100	-84	-100	-100	-100	-90	-71	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-50	-50	-58	-57	-87	-100	-100	-87	-88
2.4	6	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-86	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-92	-100	-92	-100	-100	-100	-100	-100	-89	-91	-91	-100	-100	-100	-88	-91	-91	-88	-87	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-85	-100	-100	-86	-100	-100	-87	-100	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-50	-52	-54	-53	-100	-100	-100	-91	-100
3	6	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-91	-91	-91	-91	-91	-88	-91	-90	-88	-87	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-90	-100	-100	-85	-85	-70	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-49	-49	-53	-53	-100	-100	-100	-91	-100
3.6	6	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-90	-91	-100	-100	-84	-84	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-91	-91	-91	-89	-91	-92	-88	-88	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-88	-100	-100	-85	-85	-65	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-51	-50	-54	-100	-88	-100	-100	-88	-89
4.2	6	-100	-100	-100	-100	-87	-86	-100	-100	-100	-100	-100	-100	-100	-100	-90	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-89	-88	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-88	-100	-100	-87	-86	-68	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-47	-47	-56	-45	-88	-100	-100	-89	-89
4.8	6	-100	-100	-100	-100	-86	-86	-100	-100	-100	-100	-86	-87	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-84	-84	-82	-82	-87	-87	-87	-88	-87	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-92	-100	-100	-100	-87	-100	-100	-84	-100	-100	-89	-85	-65	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-44	-45	-54	-60	-87	-100	-100	-89	-89
5.4	6	-100	-100	-100	-100	-90	-90	-100	-100	-100	-100	-86	-87	-100	-100	-91	-100	-100	-100	-86	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-86	-87	-86	-82	-87	-84	-87	-88	-85	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-92	-100	-100	-100	-87	-100	-100	-84	-100	-100	-85	-85	-60	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-46	-46	-56	-60	-86	-100	-100	-88	-88
6	6	-100	-100	-100	-100	-87	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-86	-88	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-86	-87	-86	-100	-100	-84	-85	-86	-85	-91	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-86	-100	-100	-87	-89	-64	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-46	-45	-51	-54	-86	-100	-100	-88	-85
6.6	6	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
7.2	6	-100	-100	-100	-100	-87	-88	-100	-100	-100	-100	-83	-83	-100	-82	-100	-100	-100	-100	-80	-79	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-77	-80	-80	-78	-79	-78	-77	-82	-82	-84	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-87	-100	-100	-80	-100	-100	-79	-79	-67	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-40	-40	-49	-41	-100	-100	-100	-87	-87
7.8	6	-100	-100	-100	-100	-87	-80	-100	-100	-100	-100	-82	-81	-100	-82	-100	-100	-100	-100	-80	-79	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-83	-77	-84	-80	-81	-83	-78	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-87	-100	-100	-85	-100	-100	-86	-79	-59	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-48	-48	-45	-45	-100	-100	-100	-87	-87
8.4	6	-100	-100	-100	-100	-79	-79	-100	-100	-100	-100	-80	-79	-82	-78	-100	-100	-100	-100	-83	-84	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-85	-84	-84	-83	-83	-87	-89	-84	-86	-85	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-83	-100	-77	-76	-53	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-36	-37	-42	-39	-100	-100	-100	-88	-100
