		00:03:52:29:ca:d1	00:03:52:29:ca:d2	00:03:52:2b:84:01	00:03:52:2b:84:02	00:03:52:2b:85:51	00:03:52:2b:85:52	00:03:52:2b:89:c1	00:03:52:2b:89:c2	00:03:52:78:55:01	00:03:52:78:55:02	00:03:52:78:62:c1	00:03:52:78:62:c2	00:03:52:96:ac:51	00:03:52:96:ac:52	00:03:52:96:ba:11	00:03:52:96:ba:12	00:03:52:e3:85:51	00:03:52:e3:85:52	00:03:52:e3:89:c1	00:03:52:e3:89:c2	00:03:52:e3:8b:11	00:03:52:e3:8b:12	00:03:52:e5:44:41	00:03:52:e5:44:42	00:0e:a6:3f:d7:00	00:12:0e:78:58:34	00:18:0a:35:58:14	00:19:a9:40:40:20	00:19:a9:40:40:21	00:19:a9:40:40:22	00:19:a9:40:40:23	00:19:a9:40:40:24	00:19:a9:40:40:25	00:19:a9:40:40:2a	00:19:a9:40:40:2c	00:19:a9:40:40:2d	00:19:a9:40:40:2f	00:21:d8:e0:0a:b0	00:21:d8:e0:0a:b1	00:21:d8:e0:0a:b2	00:21:d8:e0:0a:b3	00:21:d8:e0:0a:b4	00:21:d8:e0:0a:b5	00:21:d8:e0:0a:b6	00:21:d8:e0:0a:c0	00:21:d8:e0:0a:c1	00:21:d8:e0:0a:c2	00:21:d8:e0:0a:c3	00:21:d8:e0:0a:c4	00:21:d8:e0:0a:c5	00:21:d8:e0:0a:c6	00:23:33:a2:48:b0	00:23:33:a2:48:b1	00:23:33:a2:48:b2	00:23:33:a2:48:b3	00:23:33:a2:48:b4	00:23:33:a2:48:b5	00:23:33:a2:48:ba	00:23:33:a2:48:bc	00:23:33:a2:48:bd	00:23:33:a2:48:bf	00:26:f2:14:f0:42	00:3a:99:04:6a:10	00:3a:99:04:6a:11	00:3a:99:04:6a:12	00:3a:99:04:6a:13	00:3a:99:04:6a:14	00:3a:99:04:6a:15	00:3a:9a:4e:81:e0	00:3a:9a:4e:81:e1	00:3a:9a:4e:81:e2	00:3a:9a:4e:81:e3	00:3a:9a:4e:81:e4	00:3a:9a:4e:81:e5	00:3a:9a:51:ab:50	00:3a:9a:51:ab:51	00:3a:9a:51:ab:52	00:3a:9a:51:ab:53	00:3a:9a:51:ab:54	00:3a:9a:51:ab:55	00:3a:9a:51:ab:5a	00:3a:9a:51:ab:5c	00:3a:9a:51:ab:5d	00:3a:9a:51:ab:5f	00:3a:9a:51:b2:b0	00:3a:9a:51:b2:b1	00:3a:9a:51:b2:b2	00:3a:9a:51:b2:b3	00:3a:9a:51:b2:b4	00:3a:9a:51:b2:b5	06:18:0a:35:58:14	16:18:0a:35:58:14	1a:72:b7:27:46:c0	1e:77:1c:44:c4:45	20:4e:7f:5a:e6:68	20:4e:7f:5a:fc:88	20:c9:d0:19:33:83	20:c9:d0:19:33:84	28:c6:8e:19:a6:56	48:f8:b3:84:82:eb	48:f8:b3:84:82:ec	70:56:81:c9:11:eb	74:ea:3a:d6:67:04	88:51:fb:8a:bc:40	88:51:fb:8a:bc:41	88:51:fb:8a:bc:50	88:51:fb:8a:bc:51	8c:2d:aa:52:94:ab	9e:6c:04:9c:49:c5	ae:18:26:2b:1e:95	c0:3f:0e:c4:b2:bc	c0:3f:0e:c4:c8:b2	c8:cb:b8:9e:01:60	c8:cb:b8:9e:01:61	c8:cb:b8:ec:1b:40	c8:cb:b8:ec:1b:41	c8:cb:b8:ec:1b:50	c8:cb:b8:ec:1b:51	c8:cb:b8:f9:8d:c0	c8:cb:b8:f9:8d:c1	c8:cb:b8:f9:8d:d0	c8:cb:b8:f9:8d:d1	d8:30:62:31:7e:27	d8:9d:67:91:d0:f0	d8:9d:67:91:d0:f1	e8:39:35:64:4a:a0	e8:39:35:64:4a:a1
31.8	28.2	-63	-65	-44	-44	-100	-100	-69	-68	-100	-100	-100	-100	-100	-100	-100	-100	-60	-59	-100	-100	-40	-40	-61	-62	-100	-100	-100	-75	-100	-75	-75	-73	-76	-64	-64	-65	-64	-81	-100	-100	-100	-100	-100	-100	-85	-100	-85	-83	-84	-83	-82	-76	-76	-78	-100	-79	-79	-69	-69	-69	-69	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-100	-83	-100	-100	-100	-100	-71	-73	-75	-74	-100	-100	-100	-72	-55	-100	-100	-73	-72	-72	-67	-100	-100	-100	-100	-100	-60	-59	-100	-100
32.4	28.2	-100	-100	-36	-36	-100	-90	-100	-75	-100	-100	-100	-100	-100	-100	-100	-100	-70	-71	-100	-100	-44	-40	-79	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-86	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-79	-100	-100	-100	-83	-86	-100	-100	-63	-69	-74	-100	-100	-83	-84	-70	-74	-100	-100	-100	-100	-100	-77	-76	-100	-100
33	28.2	-100	-100	-37	-37	-100	-90	-81	-72	-100	-100	-100	-100	-100	-100	-100	-100	-70	-71	-100	-100	-45	-42	-75	-75	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-88	-100	-100	-86	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-79	-100	-100	-100	-83	-86	-100	-100	-63	-69	-71	-100	-100	-84	-83	-72	-73	-100	-100	-100	-100	-100	-73	-72	-100	-100
33.6	28.2	-100	-100	-36	-36	-100	-100	-81	-64	-100	-100	-100	-100	-100	-100	-100	-100	-65	-66	-100	-100	-40	-40	-75	-73	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-86	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-100	-100	-83	-86	-100	-100	-59	-71	-71	-100	-100	-84	-85	-68	-68	-100	-100	-100	-100	-100	-72	-72	-100	-100
34.2	28.2	-100	-100	-36	-36	-100	-100	-81	-64	-100	-100	-100	-100	-100	-100	-100	-100	-69	-69	-100	-100	-46	-38	-76	-75	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-100	-100	-83	-86	-100	-100	-64	-80	-69	-100	-100	-84	-86	-73	-75	-100	-100	-100	-100	-100	-70	-69	-100	-100
35.4	28.2	-100	-100	-41	-41	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-71	-71	-100	-100	-42	-42	-72	-73	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-100	-100	-83	-90	-100	-100	-64	-80	-64	-100	-100	-84	-86	-73	-75	-100	-100	-100	-100	-100	-67	-67	-100	-100
36	28.2	-68	-68	-42	-41	-100	-100	-69	-70	-100	-100	-100	-100	-100	-100	-100	-100	-64	-68	-100	-100	-39	-39	-67	-67	-100	-100	-100	-78	-77	-100	-100	-76	-74	-76	-76	-76	-76	-100	-100	-100	-100	-100	-100	-100	-79	-88	-80	-100	-100	-100	-100	-70	-70	-100	-73	-74	-100	-59	-59	-59	-59	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-74	-79	-100	-100	-100	-100	-59	-100	-63	-62	-100	-100	-100	-62	-59	-100	-100	-83	-84	-77	-77	-100	-100	-100	-100	-100	-53	-53	-100	-100
30.6	28.8	-67	-66	-40	-40	-100	-100	-67	-67	-100	-100	-100	-100	-100	-100	-100	-100	-61	-61	-100	-100	-40	-40	-64	-60	-100	-100	-100	-75	-100	-74	-75	-77	-75	-60	-60	-60	-60	-100	-100	-100	-100	-100	-100	-100	-81	-100	-85	-83	-84	-83	-82	-76	-76	-78	-100	-79	-79	-73	-73	-73	-76	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-100	-85	-100	-100	-100	-100	-71	-73	-75	-73	-100	-100	-100	-72	-58	-100	-100	-73	-73	-70	-69	-100	-100	-100	-100	-100	-57	-58	-100	-100
31.2	28.8	-100	-81	-37	-37	-87	-100	-67	-66	-100	-100	-100	-100	-100	-100	-100	-100	-60	-60	-100	-100	-44	-40	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-100	-78	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-85	-84	-100	-83	-100	-100	-56	-70	-65	-100	-100	-76	-76	-64	-63	-100	-100	-100	-100	-100	-67	-69	-100	-100
31.8	28.8	-100	-81	-37	-37	-100	-100	-64	-67	-100	-100	-100	-100	-100	-100	-100	-100	-68	-69	-100	-100	-42	-44	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-100	-78	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-82	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-81	-82	-100	-87	-100	-100	-56	-75	-65	-100	-100	-77	-77	-70	-74	-100	-100	-100	-100	-100	-67	-69	-100	-100
32.4	28.8	-100	-100	-36	-37	-100	-90	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-63	-71	-100	-100	-46	-40	-82	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-86	-100	-100	-100	-86	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-79	-100	-100	-100	-100	-100	-100	-100	-65	-69	-70	-100	-100	-79	-79	-70	-74	-100	-100	-100	-100	-100	-75	-74	-100	-100
33	28.8	-100	-100	-42	-42	-100	-90	-72	-74	-100	-100	-100	-100	-100	-100	-100	-100	-67	-69	-100	-90	-42	-44	-82	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-86	-100	-86	-100	-100	-86	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-88	-100	-82	-83	-100	-85	-100	-100	-68	-77	-68	-100	-100	-82	-83	-78	-81	-100	-100	-100	-100	-100	-71	-70	-100	-100
33.6	28.8	-100	-100	-39	-40	-100	-100	-72	-70	-100	-100	-100	-100	-100	-100	-100	-100	-67	-69	-100	-90	-46	-37	-82	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-86	-100	-86	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-88	-100	-82	-83	-88	-88	-100	-100	-65	-79	-68	-100	-100	-82	-83	-79	-79	-100	-100	-100	-100	-100	-72	-70	-100	-100
34.2	28.8	-100	-100	-36	-36	-90	-89	-72	-70	-100	-100	-100	-100	-100	-100	-100	-100	-67	-69	-100	-90	-40	-41	-82	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-86	-100	-86	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-88	-100	-83	-84	-88	-88	-100	-100	-65	-82	-68	-100	-100	-82	-82	-79	-75	-100	-100	-100	-100	-100	-73	-70	-100	-100
34.8	28.8	-82	-84	-29	-29	-91	-100	-76	-78	-100	-100	-100	-100	-100	-100	-100	-100	-64	-64	-100	-100	-27	-34	-72	-73	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-88	-100	-100	-100	-83	-83	-100	-100	-60	-78	-62	-100	-100	-82	-86	-73	-75	-100	-100	-100	-100	-100	-67	-100	-100	-100
35.4	28.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
36	28.8	-67	-66	-43	-43	-100	-100	-69	-70	-100	-100	-100	-100	-100	-100	-100	-100	-65	-65	-100	-100	-35	-35	-69	-69	-100	-100	-100	-73	-75	-74	-100	-72	-74	-72	-73	-73	-72	-100	-100	-100	-100	-100	-100	-100	-79	-100	-80	-100	-100	-100	-100	-70	-70	-100	-71	-73	-100	-58	-58	-58	-59	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-75	-79	-100	-100	-100	-100	-60	-100	-67	-67	-100	-100	-100	-62	-59	-100	-100	-82	-82	-69	-69	-100	-100	-100	-100	-100	-52	-54	-100	-100
30.6	29.4	-66	-66	-45	-45	-100	-100	-63	-63	-100	-100	-100	-100	-100	-100	-100	-100	-56	-55	-100	-100	-36	-36	-65	-64	-100	-100	-100	-100	-75	-74	-100	-77	-75	-56	-56	-56	-57	-100	-100	-100	-100	-100	-100	-100	-81	-100	-85	-83	-84	-83	-82	-76	-76	-78	-100	-79	-79	-74	-74	-74	-75	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-100	-85	-100	-100	-100	-100	-72	-73	-78	-73	-100	-100	-100	-72	-58	-100	-100	-76	-76	-67	-65	-100	-100	-100	-100	-100	-60	-56	-100	-100
31.2	29.4	-70	-72	-35	-35	-89	-100	-67	-66	-100	-100	-100	-100	-100	-100	-100	-100	-64	-64	-100	-100	-46	-36	-80	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-90	-100	-85	-84	-81	-83	-100	-100	-59	-73	-71	-100	-100	-81	-80	-64	-63	-100	-100	-100	-100	-100	-67	-71	-100	-100
31.8	29.4	-100	-81	-37	-37	-85	-85	-64	-67	-100	-100	-100	-100	-100	-100	-100	-100	-66	-66	-100	-100	-40	-38	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-78	-81	-78	-100	-81	-81	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-82	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-81	-82	-100	-100	-100	-100	-63	-80	-66	-100	-100	-77	-78	-74	-72	-100	-100	-87	-89	-100	-67	-69	-100	-100
32.4	29.4	-100	-100	-43	-43	-90	-90	-73	-77	-100	-100	-100	-100	-100	-100	-100	-100	-72	-71	-100	-100	-48	-46	-73	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-86	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-100	-100	-100	-89	-100	-100	-100	-84	-84	-100	-100	-65	-71	-68	-100	-100	-82	-84	-61	-62	-100	-100	-100	-100	-100	-74	-77	-100	-100
33	29.4	-100	-100	-43	-43	-90	-89	-66	-69	-100	-100	-100	-100	-100	-100	-100	-100	-67	-67	-100	-100	-45	-53	-71	-71	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-100	-100	-100	-89	-100	-83	-84	-83	-81	-100	-100	-63	-71	-70	-100	-100	-82	-82	-65	-65	-100	-100	-100	-100	-100	-70	-74	-100	-100
33.6	29.4	-100	-100	-39	-39	-90	-89	-72	-70	-100	-100	-100	-100	-100	-100	-100	-100	-60	-61	-100	-100	-40	-45	-71	-71	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-83	-84	-83	-81	-100	-100	-58	-73	-62	-100	-100	-82	-82	-71	-71	-100	-100	-100	-100	-100	-70	-70	-100	-100
34.2	29.4	-100	-100	-34	-34	-90	-89	-70	-70	-100	-100	-100	-100	-100	-100	-100	-100	-60	-61	-100	-90	-37	-41	-74	-75	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-86	-100	-86	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-88	-100	-83	-84	-83	-81	-100	-100	-66	-77	-70	-100	-100	-82	-82	-71	-71	-100	-100	-100	-100	-100	-74	-70	-100	-100
35.4	29.4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
36	29.4	-62	-60	-40	-40	-100	-100	-61	-60	-100	-100	-100	-100	-100	-100	-100	-100	-58	-60	-100	-100	-36	-36	-54	-54	-100	-100	-100	-100	-79	-74	-100	-77	-74	-64	-64	-65	-64	-100	-100	-100	-100	-100	-100	-100	-75	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-79	-100	-66	-66	-66	-66	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-74	-79	-100	-100	-100	-100	-71	-100	-66	-67	-100	-100	-100	-62	-63	-100	-100	-80	-80	-68	-65	-100	-100	-100	-100	-100	-54	-54	-100	-100
30	30	-62	-62	-38	-38	-100	-100	-61	-61	-100	-100	-100	-100	-100	-100	-100	-100	-58	-58	-100	-100	-40	-40	-62	-59	-100	-100	-100	-100	-79	-74	-100	-77	-74	-54	-54	-55	-55	-100	-100	-100	-100	-100	-100	-100	-81	-100	-80	-83	-84	-83	-82	-76	-76	-78	-100	-79	-100	-73	-73	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-100	-79	-100	-100	-100	-100	-72	-100	-72	-73	-100	-100	-100	-58	-63	-100	-100	-76	-76	-68	-66	-100	-100	-100	-100	-100	-60	-61	-100	-100
30.6	30	-100	-100	-39	-39	-84	-83	-71	-69	-100	-100	-100	-100	-100	-100	-100	-100	-68	-73	-81	-77	-44	-37	-76	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-78	-100	-82	-100	-100	-77	-77	-74	-79	-72	-73	-73	-100	-100	-100	-100	-100	-100	-84	-100	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-87	-73	-84	-84	-100	-100	-100	-100	-56	-76	-69	-100	-100	-79	-78	-72	-76	-100	-100	-100	-88	-100	-73	-73	-100	-100
31.2	30	-100	-100	-35	-35	-87	-83	-71	-69	-100	-100	-100	-100	-100	-100	-100	-100	-68	-69	-81	-100	-37	-36	-69	-69	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-78	-100	-81	-100	-100	-77	-77	-74	-84	-72	-100	-100	-100	-100	-100	-100	-100	-100	-84	-100	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-80	-79	-100	-100	-100	-100	-61	-74	-63	-100	-100	-79	-77	-71	-70	-100	-100	-100	-89	-100	-71	-72	-100	-100
33	30	-100	-100	-37	-37	-85	-85	-64	-66	-100	-100	-100	-100	-100	-100	-100	-100	-64	-64	-100	-100	-44	-40	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-78	-81	-78	-100	-81	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-81	-80	-100	-100	-100	-100	-56	-75	-74	-100	-100	-78	-78	-66	-69	-100	-100	-87	-89	-100	-68	-68	-100	-100
33.6	30	-100	-100	-43	-43	-100	-100	-74	-74	-100	-100	-100	-100	-100	-100	-100	-100	-68	-68	-100	-100	-42	-42	-73	-70	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-84	-83	-83	-87	-84	-84	-84	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-100	-100	-100	-100	-100	-100	-83	-84	-87	-87	-100	-100	-61	-75	-68	-100	-100	-87	-100	-73	-67	-100	-100	-100	-100	-100	-73	-74	-100	-100
